recordid,nriptr,stratum,cluster,xfact,fips,hydro,mhydro,mlra,bailey,split,impute,impute87,wifact,wcfact,urfact,ukfact,usleflag,s5id,s5name,surftxt,txtmod,loslope,hislope,flood,ophase,tfact
37039040027,251030,37039,4,4,37039,06020002,0602,130,M221D,,1,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039040028,213913,37039,4,3,37039,06020002,0602,130,M221D,,1,0,0,0,260,0.00,0,DC0028,PITS,VAR,NON,0,4,NONE,0,0
37039040029,214123,37039,4,1,37039,06020002,0602,130,M221D,,1,0,0,0,260,0.00,0,DC0038,,,,0,0,NONE,,0
37039040031,251030,37039,4,17,37039,06020002,0602,130,M221D,,0,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039040032,251033,37039,4,16,37039,06020002,0602,130,M221D,,0,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,50,95,NONE,0,2
37039040033,251030,37039,4,13,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039050001,214123,37039,5,2,37039,06020002,0602,130,M221D,,1,2,0,0,260,0.00,0,DC0038,,,,0,0,NONE,,0
37039050002,248980,37039,5,1,37039,06020002,0602,130,M221D,,1,2,0,0,260,0.15,0,NC0009,CONETOE,LS,NON,0,5,NONE,0,5
37039050003,251031,37039,5,12,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,60,NONE,0,2
37039050004,288679,37039,5,13,37039,06020002,0602,130,M221D,,0,2,0,0,260,0.32,0,VA0054,BRADDOCK,L,NON,8,15,NONE,0,4
37039050005,251030,37039,5,13,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039050006,251030,37039,5,1,37039,06020003,0602,130,M221D,,1,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039050007,251030,37039,5,1,37039,06020003,0602,130,M221D,,1,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039050008,251030,37039,5,1,37039,06020003,0602,130,M221D,,1,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039050009,249283,37039,5,1,37039,06020003,0602,130,M221D,,1,0,56,0,260,0.32,0,NC0020,FANNIN,L,NON,8,15,NONE,0,3
37039050010,249666,37039,5,1,37039,06020003,0602,130,M221D,,1,0,86,0,260,0.20,0,NC0035,STALLINGS,SL,NON,0,2,NONE,UNDRAINED,5
37039050011,214123,37039,5,1,37039,06020003,0602,130,M221D,,1,0,0,0,260,0.00,0,DC0038,,,,0,0,NONE,,0
37039050012,229949,37039,5,12,37039,06020003,0602,130,M221D,,0,0,56,0,260,0.32,0,KY0020,SHELOCTA,L,NON,8,15,NONE,SOUTH,4
37039050013,251028,37039,5,10,37039,06020003,0602,130,M221D,,0,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,15,30,NONE,0,2
37039050014,251030,37039,5,11,37039,06020003,0602,130,M221D,,0,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039050015,251153,37039,5,3,37039,06020002,0602,130,M221D,,1,2,56,0,260,0.15,0,NC0206,BRASSTOWN,FSL,CN,30,50,NONE,0,3
37039050016,274427,37039,5,2,37039,06020002,0602,130,M221D,,1,2,134,0,260,0.10,0,SC0024,CAINHOY,FS,NON,0,6,NONE,0,5
37039050017,251152,37039,5,11,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0206,BRASSTOWN,FSL,CN,15,30,NONE,0,3
37039050018,251152,37039,5,1,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0206,BRASSTOWN,FSL,CN,15,30,NONE,0,3
37039050019,251153,37039,5,12,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0206,BRASSTOWN,FSL,CN,30,50,NONE,0,3
37039050020,216961,37039,5,1,37039,06020002,0602,130,M221D,,1,0,48,0,260,0.28,0,GA0037,TALLADEGA,L,CN,8,15,NONE,0,2
37039050021,214123,37039,5,1,37039,06020002,0602,130,M221D,,1,0,0,0,260,0.00,0,DC0038,,,,0,0,NONE,,0
37039050022,216961,37039,5,1,37039,06020002,0602,130,M221D,,0,0,48,0,260,0.28,0,GA0037,TALLADEGA,L,CN,8,15,NONE,0,2
37039050023,216954,37039,5,11,37039,06020002,0602,130,M221D,,0,0,48,0,260,0.28,0,GA0037,TALLADEGA,L,CN,15,30,NONE,0,2
37039050024,216961,37039,5,11,37039,06020002,0602,130,M221D,,0,0,48,0,260,0.28,0,GA0037,TALLADEGA,L,CN,8,15,NONE,0,2
37039050025,251030,37039,5,13,37039,06020002,0602,130,M221D,,0,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039050026,251039,37039,5,13,37039,06020002,0602,130,M221D,,0,0,0,0,260,0.28,0,NC0182,NANTAHALA,L,NON,8,15,NONE,0,3
37039050027,251035,37039,5,13,37039,06020002,0602,130,M221D,,0,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,8,15,NONE,0,2
37039050028,213913,37039,5,1,37039,06020002,0602,130,M221D,,1,0,0,0,260,0.00,0,DC0028,PITS,VAR,NON,0,4,NONE,0,0
37039050029,251030,37039,5,13,37039,06020002,0602,130,M221D,,0,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039050030,251028,37039,5,12,37039,06020002,0602,130,M221D,,0,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,15,30,NONE,0,2
37039050031,251028,37039,5,13,37039,06020002,0602,130,M221D,,0,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,15,30,NONE,0,2
37039050032,214123,37039,5,1,37039,06020002,0602,130,M221D,,1,0,0,0,260,0.00,0,DC0038,,,,0,0,NONE,,0
37039050033,213913,37039,5,1,37039,06020002,0602,130,M221D,,1,0,0,0,260,0.00,0,DC0028,PITS,VAR,NON,0,4,NONE,0,0
37039050034,251030,37039,5,1,37039,06020002,0602,130,M221D,,1,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039050035,251039,37039,5,4,37039,06020002,0602,130,M221D,,1,0,0,0,260,0.28,0,NC0182,NANTAHALA,L,NON,8,15,NONE,0,3
37039050036,251039,37039,5,2,37039,06020002,0602,130,M221D,,1,0,0,0,260,0.28,0,NC0182,NANTAHALA,L,NON,8,15,NONE,0,3
37039050037,213913,37039,5,6,37039,06020002,0602,130,M221D,,1,0,0,0,260,0.00,0,DC0028,PITS,VAR,NON,0,4,NONE,0,0
37039050038,214123,37039,5,1,37039,06020002,0602,130,M221D,,1,0,0,0,260,0.00,0,DC0038,,,,0,0,NONE,,0
37039050039,213913,37039,5,4,37039,06020002,0602,130,M221D,,0,0,0,0,260,0.00,0,DC0028,PITS,VAR,NON,0,4,NONE,0,0
37039050040,278310,37039,5,10,37039,06020002,0602,130,M221D,,0,0,56,0,260,0.32,0,TN0036,STATLER,L,NON,1,5,RARE,0,5
37039050041,251039,37039,5,8,37039,06020002,0602,130,M221D,,0,0,0,0,260,0.28,0,NC0182,NANTAHALA,L,NON,8,15,NONE,0,3
37039050042,278831,37039,5,13,37039,06020002,0602,130,M221D,,0,2,0,0,260,0.15,0,TN0071,CATASKA,L,CNV,30,50,NONE,0,1
37039050043,278831,37039,5,13,37039,06020002,0602,130,M221D,,0,2,0,0,260,0.15,0,TN0071,CATASKA,L,CNV,30,50,NONE,0,1
37039060001,251030,37039,6,13,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039060002,251030,37039,6,13,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039060003,274737,37039,6,13,37039,06020002,0602,130,M221D,,0,2,86,0,260,0.28,0,SC0083,EVARD,L,NON,15,30,NONE,0,5
37039060004,251047,37039,6,13,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0184,STECOAH,L,CN,15,30,NONE,0,3
37039060005,251090,37039,6,13,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0190,CHEOAH,L,CN,30,50,NONE,0,3
37039060006,251091,37039,6,13,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0190,CHEOAH,L,CN,50,95,NONE,0,3
37039060007,251035,37039,6,4,37039,06020002,0602,130,M221D,,1,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,8,15,NONE,0,2
37039060008,274427,37039,6,1,37039,06020002,0602,130,M221D,,1,0,134,0,260,0.10,0,SC0024,CAINHOY,FS,NON,0,6,NONE,0,5
37039060009,213913,37039,6,1,37039,06020002,0602,130,M221D,,1,0,0,0,260,0.00,0,DC0028,PITS,VAR,NON,0,4,NONE,0,0
37039060010,229949,37039,6,12,37039,06020002,0602,130,M221D,,0,0,56,0,260,0.32,0,KY0020,SHELOCTA,L,NON,8,15,NONE,SOUTH,4
37039060012,251035,37039,6,10,37039,06020002,0602,130,M221D,,0,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,8,15,NONE,0,2
37039060013,229930,37039,6,15,37039,06020002,0602,130,M221D,,1,2,56,0,260,0.28,0,KY0020,SHELOCTA,L,CN,8,15,NONE,SOUTH,4
37039060014,251030,37039,6,5,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039060015,251030,37039,6,4,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039060016,249283,37039,6,3,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.32,0,NC0020,FANNIN,L,NON,8,15,NONE,0,3
37039060017,251028,37039,6,13,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,15,30,NONE,0,2
37039060018,251028,37039,6,13,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,15,30,NONE,0,2
37039060019,251028,37039,6,14,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,15,30,NONE,0,2
37039060020,251030,37039,6,13,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039060021,251028,37039,6,13,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,15,30,NONE,0,2
37039060022,251028,37039,6,13,37039,06020002,0602,130,M221D,,0,2,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,15,30,NONE,0,2
37039060023,214123,37039,6,1,37039,06020002,0602,130,M221D,,1,2,0,0,260,0.00,0,DC0038,,,,0,0,NONE,,0
37039060024,213913,37039,6,1,37039,06020002,0602,130,M221D,,1,2,0,0,260,0.00,0,DC0028,PITS,VAR,NON,0,4,NONE,0,0
37039060025,213913,37039,6,1,37039,06020002,0602,130,M221D,,1,0,0,0,260,0.00,0,DC0028,PITS,VAR,NON,0,4,NONE,0,0
37039060026,274427,37039,6,1,37039,06020002,0602,130,M221D,,1,0,134,0,260,0.10,0,SC0024,CAINHOY,FS,NON,0,6,NONE,0,5
37039060027,214123,37039,6,1,37039,06020002,0602,130,M221D,,1,0,0,0,260,0.00,0,DC0038,,,,0,0,NONE,,0
37039060029,251030,37039,6,13,37039,06020002,0602,130,M221D,,0,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,30,50,NONE,0,2
37039060030,251028,37039,6,14,37039,06020002,0602,130,M221D,,0,0,56,0,260,0.15,0,NC0181,JUNALUSKA,L,CN,15,30,NONE,0,2
37039060031,251090,37039,6,13,37039,06020002,0602,130,M221D,,0,0,56,0,260,0.15,0,NC0190,CHEOAH,L,CN,30,50,NONE,0,3
37039060032,251090,37039,6,13,37039,06020002,0602,130,M221D,,0,0,56,0,260,0.15,0,NC0190,CHEOAH,L,CN,30,50,NONE,0,3
37041010001,250917,37041,1,1,37041,03010205,0301,153B,232A,,2,0,134,0,320,0.10,0,NC0164,WANDO,FS,NON,0,5,NONE,0,5
37041010002,288917,37041,1,2,37041,03010205,0301,153B,232A,,1,2,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041010003,288917,37041,1,1,37041,03010205,0301,153B,232A,,1,2,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041010004,288974,37041,1,7,37041,03010205,0301,153B,232A,,0,2,86,0,320,0.28,0,VA0082,DOGUE,FSL,NON,0,2,NONE,0,5
37041010005,288974,37041,1,7,37041,03010205,0301,153B,232A,,0,2,86,0,320,0.28,0,VA0082,DOGUE,FSL,NON,0,2,NONE,0,5
37041010006,250837,37041,1,9,37041,03010205,0301,153B,232A,,0,2,56,0,320,0.37,0,NC0145,PERQUIMANS,SIL,NON,0,2,NONE,DRAINED,5
37041010008,288917,37041,1,8,37041,03010205,0301,153B,232A,,0,2,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041010009,288917,37041,1,8,37041,03010205,0301,153B,232A,,0,2,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041010010,288917,37041,1,8,37041,03010205,0301,153B,232A,,0,2,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041010011,288917,37041,1,9,37041,03010205,0301,153B,232A,,0,2,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041010012,249666,37041,1,1,37041,03010205,0301,153B,232A,,1,2,86,0,320,0.20,0,NC0035,STALLINGS,SL,NON,0,2,NONE,UNDRAINED,5
37041010013,288974,37041,1,7,37041,03010205,0301,153B,232A,,0,2,86,0,320,0.28,0,VA0082,DOGUE,FSL,NON,0,2,NONE,0,5
37041010014,243165,37041,1,8,37041,03010205,0301,153B,232A,,0,2,134,0,320,0.00,0,MS0076,DOROVAN,MUCK,NON,0,2,FREQ,0,0
37041010015,288979,37041,1,8,37041,03010205,0301,153B,232A,,0,2,86,0,320,0.28,0,VA0082,DOGUE,FSL,NON,2,6,NONE,0,5
37041010016,214123,37041,1,1,37041,03010205,0301,153B,232A,,1,2,0,0,320,0.00,0,DC0038,,,,0,0,NONE,,0
37041010017,288917,37041,1,1,37041,03010205,0301,153B,232A,,1,2,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041010018,248980,37041,1,1,37041,03010205,0301,153B,232A,,1,2,0,0,320,0.15,0,NC0009,CONETOE,LS,NON,0,5,NONE,0,5
37041010019,288974,37041,1,1,37041,03010205,0301,153B,232A,,1,2,86,0,320,0.28,0,VA0082,DOGUE,FSL,NON,0,2,NONE,0,5
37041010020,288974,37041,1,1,37041,03010205,0301,153B,232A,,1,2,86,0,320,0.28,0,VA0082,DOGUE,FSL,NON,0,2,NONE,0,5
37041010021,250777,37041,1,8,37041,03010205,0301,153B,232A,,0,2,86,0,320,0.24,0,NC0128,PORTSMOUTH,L,NON,0,2,NONE,DRAINED,5
37041010022,250777,37041,1,9,37041,03010205,0301,153B,232A,,0,2,86,0,320,0.24,0,NC0128,PORTSMOUTH,L,NON,0,2,NONE,DRAINED,5
37041010023,250777,37041,1,8,37041,03010205,0301,153B,232A,,0,2,86,0,320,0.24,0,NC0128,PORTSMOUTH,L,NON,0,2,NONE,DRAINED,5
37041010024,250680,37041,1,9,37041,03010205,0301,153A,232A,,0,2,0,0,320,0.10,0,NC0098,TOMAHAWK,LFS,NON,0,2,NONE,0,5
37041010025,250777,37041,1,9,37041,03010205,0301,153A,232A,,0,2,86,0,320,0.24,0,NC0128,PORTSMOUTH,L,NON,0,2,NONE,DRAINED,5
37041010026,250777,37041,1,7,37041,03010205,0301,153A,232A,,0,2,86,0,320,0.24,0,NC0128,PORTSMOUTH,L,NON,0,2,NONE,DRAINED,5
37041010027,274478,37041,1,9,37041,03010205,0301,153B,232A,,0,2,220,0,320,0.10,0,SC0033,ECHAW,FS,NON,0,2,NONE,0,5
37041010028,250680,37041,1,11,37041,03010205,0301,153B,232A,,0,2,0,0,320,0.10,0,NC0098,TOMAHAWK,LFS,NON,0,2,NONE,0,5
37041010029,274478,37041,1,10,37041,03010205,0301,153B,232A,,0,2,220,0,320,0.10,0,SC0033,ECHAW,FS,NON,0,2,NONE,0,5
37041010030,288917,37041,1,1,37041,03010205,0301,153B,232A,,1,2,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041010031,248980,37041,1,1,37041,03010205,0301,153B,232A,,1,2,0,0,320,0.15,0,NC0009,CONETOE,LS,NON,0,5,NONE,0,5
37041010032,274427,37041,1,1,37041,03010205,0301,153B,232A,,1,2,134,0,320,0.10,0,SC0024,CAINHOY,FS,NON,0,6,NONE,0,5
37041010033,274478,37041,1,1,37041,03010205,0301,153B,232A,,1,2,220,0,320,0.10,0,SC0033,ECHAW,FS,NON,0,2,NONE,0,5
37041010034,274478,37041,1,1,37041,03010205,0301,153B,232A,,1,2,220,0,320,0.10,0,SC0033,ECHAW,FS,NON,0,2,NONE,0,5
37041020001,215433,37041,2,2,37041,03010205,0301,153B,232A,,2,2,180,0,320,0.10,0,FL0052,LYNN HAVEN,S,NON,0,2,NONE,0,5
37041020002,274478,37041,2,1,37041,03010205,0301,153B,232A,,1,0,220,0,320,0.10,0,SC0033,ECHAW,FS,NON,0,2,NONE,0,5
37041020003,214123,37041,2,1,37041,03010205,0301,153B,232A,,1,0,0,0,320,0.00,0,DC0038,,,,0,0,NONE,,0
37041020004,288917,37041,2,8,37041,03010205,0301,153B,232A,,0,0,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041020005,214123,37041,2,1,37041,03010205,0301,153B,232A,,0,0,0,0,320,0.00,0,DC0038,,,,0,0,NONE,,0
37041020006,288974,37041,2,8,37041,03010205,0301,153B,232A,,0,0,86,0,320,0.28,0,VA0082,DOGUE,FSL,NON,0,2,NONE,0,5
37041020007,250917,37041,2,8,37041,03010205,0301,153B,232A,,0,2,134,0,320,0.10,0,NC0164,WANDO,FS,NON,0,5,NONE,0,5
37041020008,250947,37041,2,7,37041,03010205,0301,153B,232A,,0,2,86,0,320,0.20,0,NC0167,TOMOTLEY,FSL,NON,0,2,NONE,DRAINED,5
37041020009,250947,37041,2,9,37041,03010205,0301,153B,232A,,0,2,86,0,320,0.20,0,NC0167,TOMOTLEY,FSL,NON,0,2,NONE,DRAINED,5
37041020010,250947,37041,2,8,37041,03010205,0301,153B,232A,,0,2,86,0,320,0.20,0,NC0167,TOMOTLEY,FSL,NON,0,2,NONE,DRAINED,5
37041020011,250947,37041,2,2,37041,03010205,0301,153B,232A,,1,2,86,0,320,0.20,0,NC0167,TOMOTLEY,FSL,NON,0,2,NONE,DRAINED,5
37041020012,250917,37041,2,8,37041,03010203,0301,153A,232A,,0,0,134,0,320,0.10,0,NC0164,WANDO,FS,NON,0,5,NONE,0,5
37041020013,250917,37041,2,12,37041,03010203,0301,153A,232A,,0,0,134,0,320,0.10,0,NC0164,WANDO,FS,NON,0,5,NONE,0,5
37041020014,243165,37041,2,9,37041,03010203,0301,153A,232A,,0,0,134,0,320,0.00,0,MS0076,DOROVAN,MUCK,NON,0,2,FREQ,0,0
37041020015,250917,37041,2,5,37041,03010203,0301,153A,232A,,1,0,134,0,320,0.10,0,NC0164,WANDO,FS,NON,0,5,NONE,0,5
37041020016,250917,37041,2,4,37041,03010203,0301,153A,232A,,1,0,134,0,320,0.10,0,NC0164,WANDO,FS,NON,0,5,NONE,0,5
37041020017,250912,37041,2,3,37041,03010203,0301,153A,232A,,0,0,134,0,320,0.10,0,NC0161,SEABROOK,FS,NON,0,2,NONE,0,5
37041020018,250917,37041,2,8,37041,03010203,0301,153A,232A,,0,0,134,0,320,0.10,0,NC0164,WANDO,FS,NON,0,5,NONE,0,5
37041020019,250917,37041,2,6,37041,03010203,0301,153A,232A,,0,0,134,0,320,0.10,0,NC0164,WANDO,FS,NON,0,5,NONE,0,5
37041020020,250680,37041,2,1,37041,03010203,0301,153A,232A,,1,2,0,0,320,0.10,0,NC0098,TOMAHAWK,LFS,NON,0,2,NONE,0,5
37041020021,214123,37041,2,1,37041,03010203,0301,153A,232A,,1,2,0,0,320,0.00,0,DC0038,,,,0,0,NONE,,0
37041020022,250839,37041,2,2,37041,03010203,0301,153A,232A,,0,2,56,0,320,0.32,0,NC0146,CHOWAN,SIL,NON,0,2,FREQ,0,4
37041020023,250680,37041,2,10,37041,03010203,0301,153A,232A,,0,2,0,0,320,0.10,0,NC0098,TOMAHAWK,LFS,NON,0,2,NONE,0,5
37041020024,250839,37041,2,9,37041,03010203,0301,153A,232A,,0,2,56,0,320,0.32,0,NC0146,CHOWAN,SIL,NON,0,2,FREQ,0,4
37041020025,288918,37041,2,9,37041,03010203,0301,153A,232A,,0,2,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,UNDRAINED,4
37041020026,288917,37041,2,12,37041,03010203,0301,153A,232A,,0,2,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041020027,250947,37041,2,10,37041,03010203,0301,153A,232A,,0,2,86,0,320,0.20,0,NC0167,TOMOTLEY,FSL,NON,0,2,NONE,DRAINED,5
37041020028,248980,37041,2,1,37041,03010203,0301,153A,232A,,1,2,0,0,320,0.15,0,NC0009,CONETOE,LS,NON,0,5,NONE,0,5
37041020029,288917,37041,2,1,37041,03010203,0301,153A,232A,,1,2,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041030001,288917,37041,3,1,37041,03010205,0301,153B,232A,,1,2,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041030002,214123,37041,3,1,37041,03010205,0301,153B,232A,,1,2,0,0,320,0.00,0,DC0038,,,,0,0,NONE,,0
37041030003,288309,37041,3,8,37041,03010205,0301,153B,232A,,0,2,86,0,320,0.28,0,VA0031,STATE,FSL,NON,0,2,NONE,0,5
37041030004,217182,37041,3,8,37041,03010205,0301,153B,232A,,0,2,86,0,320,0.20,0,GA0056,AUGUSTA,SL,NON,0,2,NONE,0,4
37041030005,288323,37041,3,8,37041,03010205,0301,153B,232A,,0,2,134,0,320,0.28,0,VA0031,STATE,LFS,NON,0,2,NONE,0,5
37041030006,288917,37041,3,1,37041,03010205,0301,153B,232A,,1,0,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041030007,288917,37041,3,1,37041,03010205,0301,153B,232A,,1,0,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041030008,288917,37041,3,1,37041,03010205,0301,153B,232A,,1,0,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041030009,288917,37041,3,2,37041,03010205,0301,153B,232A,,0,0,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041030010,288917,37041,3,8,37041,03010205,0301,153B,232A,,0,0,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041030011,288917,37041,3,7,37041,03010205,0301,153B,232A,,0,0,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041030012,250777,37041,3,7,37041,03010205,0301,153B,232A,,0,0,86,0,320,0.24,0,NC0128,PORTSMOUTH,L,NON,0,2,NONE,DRAINED,5
37041030013,214123,37041,3,1,37041,03010205,0301,153B,232A,,1,0,0,0,320,0.00,0,DC0038,,,,0,0,NONE,,0
37041030014,288917,37041,3,9,37041,03010205,0301,153A,232A,,0,2,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041030015,288974,37041,3,9,37041,03010205,0301,153A,232A,,0,2,86,0,320,0.28,0,VA0082,DOGUE,FSL,NON,0,2,NONE,0,5
37041030016,217173,37041,3,8,37041,03010205,0301,153A,232A,,0,2,86,0,320,0.20,0,GA0056,AUGUSTA,FSL,NON,0,2,NONE,0,4
37041030017,215433,37041,3,8,37041,03010203,0301,153A,232A,,0,2,180,0,320,0.10,0,FL0052,LYNN HAVEN,S,NON,0,2,NONE,0,5
37041030018,250912,37041,3,9,37041,03010203,0301,153A,232A,,0,2,134,0,320,0.10,0,NC0161,SEABROOK,FS,NON,0,2,NONE,0,5
37041030019,215433,37041,3,11,37041,03010203,0301,153A,232A,,0,2,180,0,320,0.10,0,FL0052,LYNN HAVEN,S,NON,0,2,NONE,0,5
37041030020,288917,37041,3,1,37041,03010203,0301,153A,232A,,1,2,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041030021,215433,37041,3,1,37041,03010203,0301,153A,232A,,1,2,180,0,320,0.10,0,FL0052,LYNN HAVEN,S,NON,0,2,NONE,0,5
37041030022,288917,37041,3,9,37041,03010205,0301,153B,232A,,0,0,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041030023,288917,37041,3,9,37041,03010205,0301,153B,232A,,0,0,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041030024,288917,37041,3,8,37041,03010205,0301,153B,232A,,0,0,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041030025,214123,37041,3,3,37041,03010203,0301,153A,232A,,1,0,0,0,320,0.00,0,DC0038,,,,0,0,NONE,,0
37041030026,248980,37041,3,5,37041,03010203,0301,153A,232A,,0,0,0,0,320,0.15,0,NC0009,CONETOE,LS,NON,0,5,NONE,0,5
37041030027,248980,37041,3,5,37041,03010203,0301,153A,232A,,0,0,0,0,320,0.15,0,NC0009,CONETOE,LS,NON,0,5,NONE,0,5
37041030028,249960,37041,3,7,37041,03010203,0301,153A,232A,,0,0,86,0,320,0.24,0,NC0054,ALTAVISTA,FSL,NON,0,2,NONE,0,5
37041030029,250844,37041,3,15,37041,03010203,0301,153A,232A,,0,0,56,0,320,0.17,0,NC0148,ICARIA,FSL,NON,0,2,RARE,DRAINED,5
37041030031,288974,37041,3,14,37041,03010203,0301,153A,232A,,0,0,86,0,320,0.28,0,VA0082,DOGUE,FSL,NON,0,2,NONE,0,5
37041030032,248980,37041,3,1,37041,03010203,0301,153A,232A,,1,0,0,0,320,0.15,0,NC0009,CONETOE,LS,NON,0,5,NONE,0,5
37041030033,288917,37041,3,1,37041,03010203,0301,153A,232A,,1,0,56,0,320,0.37,0,VA0074,ROANOKE,SIL,NON,0,2,RARE,DRAINED,4
37041040001,214123,37041,4,1,37041,03010205,0301,153B,232A,,1,0,0,0,320,0.00,0,DC0038,,,,0,0,NONE,,0
37041040002,250841,37041,4,8,37041,03010205,0301,153B,232A,,0,0,56,0,320,0.37,0,NC0147,YEOPIM,L,NON,2,6,NONE,0,5
37041040003,250837,37041,4,8,37041,03010205,0301,153B,232A,,0,0,56,0,320,0.37,0,NC0145,PERQUIMANS,SIL,NON,0,2,NONE,DRAINED,5
37041040004,288974,37041,4,8,37041,03010205,0301,153B,232A,,0,0,86,0,320,0.28,0,VA0082,DOGUE,FSL,NON,0,2,NONE,0,5
