recordid,nriptr,stratum,cluster,xfact,fips,hydro,mhydro,mlra,bailey,split,impute,impute87,wifact,wcfact,urfact,ukfact,usleflag,s5id,s5name,surftxt,txtmod,loslope,hislope,flood,ophase,tfact
37081050035,249588,37081,5,26,37081,03030002,0303,136,231A,,0,2,86,0,220,0.24,0,NC0032,APPLING,SL,NON,2,6,NONE,0,4
37081050036,249201,37081,5,2,37081,03030003,0303,136,231A,,1,0,86,0,220,0.28,0,NC0018,CECIL,SL,NON,2,6,NONE,0,4
37081050037,274439,37081,5,1,37081,03030003,0303,136,231A,,1,0,134,0,220,0.10,0,SC0026,BONNEAU,LFS,NON,0,4,NONE,0,5
37081050039,249430,37081,5,51,37081,03030003,0303,136,231A,,0,0,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081050040,249430,37081,5,19,37081,03030003,0303,136,231A,,0,0,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081050042,274638,37081,5,23,37081,03030002,0303,136,231A,,0,2,48,0,220,0.37,0,SC0064,CONGAREE,L,NON,0,2,OCCAS,0,5
37081050043,249594,37081,5,21,37081,03030002,0303,136,231A,,0,2,86,0,220,0.24,0,NC0032,APPLING,SL,NON,6,10,NONE,0,4
37081050044,249594,37081,5,2,37081,03030002,0303,136,231A,,1,2,86,0,220,0.24,0,NC0032,APPLING,SL,NON,6,10,NONE,0,4
37081050045,214123,37081,5,4,37081,03030002,0303,136,231A,,1,2,0,0,220,0.00,0,DC0038,,,,0,0,NONE,,0
37081050046,274638,37081,5,3,37081,03030002,0303,136,231A,,1,2,48,0,220,0.37,0,SC0064,CONGAREE,L,NON,0,2,OCCAS,0,5
37081050047,274638,37081,5,2,37081,03030002,0303,136,231A,,1,2,48,0,220,0.37,0,SC0064,CONGAREE,L,NON,0,2,OCCAS,0,5
37081050048,249505,37081,5,22,37081,03030002,0303,136,231A,,0,0,56,0,220,0.24,0,NC0031,WILKES,SL,NON,15,45,NONE,0,1
37081050049,249430,37081,5,24,37081,03030002,0303,136,231A,,0,0,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081050050,249201,37081,5,22,37081,03030002,0303,136,231A,,0,0,86,0,220,0.28,0,NC0018,CECIL,SL,NON,2,6,NONE,0,4
37081060001,249505,37081,6,2,37081,03030003,0303,136,231A,,1,2,56,0,220,0.24,0,NC0031,WILKES,SL,NON,15,45,NONE,0,1
37081060002,249430,37081,6,19,37081,03030003,0303,136,231A,,1,2,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081060003,274439,37081,6,3,37081,03030003,0303,136,231A,,1,2,134,0,220,0.10,0,SC0026,BONNEAU,LFS,NON,0,4,NONE,0,5
37081060004,214123,37081,6,5,37081,03030003,0303,136,231A,,1,2,0,0,220,0.00,0,DC0038,,,,0,0,NONE,,0
37081060005,249430,37081,6,17,37081,03030003,0303,136,231A,,0,2,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081060006,249430,37081,6,16,37081,03030003,0303,136,231A,,0,2,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081060007,249505,37081,6,15,37081,03030003,0303,136,231A,,0,2,56,0,220,0.24,0,NC0031,WILKES,SL,NON,15,45,NONE,0,1
37081060008,249588,37081,6,3,37081,03030002,0303,136,231A,,1,0,86,0,220,0.24,0,NC0032,APPLING,SL,NON,2,6,NONE,0,4
37081060009,250017,37081,6,1,37081,03030002,0303,136,231A,,1,0,86,0,220,0.24,0,NC0055,CHEWACLA,SL,NON,0,2,FREQ,0,5
37081060010,249751,37081,6,2,37081,03030002,0303,136,231A,,1,0,86,0,220,0.24,0,NC0039,VANCE,SL,NON,6,10,NONE,0,3
37081060011,274439,37081,6,1,37081,03030002,0303,136,231A,,1,0,134,0,220,0.10,0,SC0026,BONNEAU,LFS,NON,0,4,NONE,0,5
37081060012,214123,37081,6,2,37081,03030002,0303,136,231A,,1,0,0,0,220,0.00,0,DC0038,,,,0,0,NONE,,0
37081060013,249594,37081,6,1,37081,03030002,0303,136,231A,,1,0,86,0,220,0.24,0,NC0032,APPLING,SL,NON,6,10,NONE,0,4
37081060014,250106,37081,6,22,37081,03030002,0303,136,231A,,0,0,86,0,220,0.24,0,NC0058,HELENA,SL,NON,0,6,NONE,0,4
37081060015,249751,37081,6,22,37081,03030002,0303,136,231A,,0,0,86,0,220,0.24,0,NC0039,VANCE,SL,NON,6,10,NONE,0,3
37081060016,250017,37081,6,21,37081,03030002,0303,136,231A,,0,0,86,0,220,0.24,0,NC0055,CHEWACLA,SL,NON,0,2,FREQ,0,5
37081060017,249425,37081,6,2,37081,03030002,0303,136,231A,,0,2,86,0,220,0.24,0,NC0030,ENON,FSL,NON,2,6,NONE,0,3
37081060018,250446,37081,6,62,37081,03030002,0303,136,231A,,0,2,48,0,220,0.28,0,NC0072,MECKLENBURG,SCL,NON,2,6,NONE,ERODED,2
37081060019,214123,37081,6,3,37081,03030002,0303,136,231A,,0,2,0,0,220,0.00,0,DC0038,,,,0,0,NONE,,0
37081060020,274717,37081,6,1,37081,03030002,0303,136,231A,,1,2,86,0,220,0.24,0,SC0083,EVARD,FSL,NON,15,25,NONE,0,5
37081060021,274439,37081,6,1,37081,03030002,0303,136,231A,,1,2,134,0,220,0.10,0,SC0026,BONNEAU,LFS,NON,0,4,NONE,0,5
37081060022,249748,37081,6,3,37081,03030002,0303,136,231A,,1,2,86,0,220,0.24,0,NC0039,VANCE,SL,NON,2,6,NONE,0,3
37081060023,250446,37081,6,1,37081,03030002,0303,136,231A,,1,2,48,0,220,0.28,0,NC0072,MECKLENBURG,SCL,NON,2,6,NONE,ERODED,2
37081060024,250446,37081,6,1,37081,03030002,0303,136,231A,,1,2,48,0,220,0.28,0,NC0072,MECKLENBURG,SCL,NON,2,6,NONE,ERODED,2
37081060025,249425,37081,6,31,37081,03030003,0303,136,231A,,0,2,86,0,220,0.24,0,NC0030,ENON,FSL,NON,2,6,NONE,0,3
37081060026,249166,37081,6,4,37081,03030003,0303,136,231A,,0,2,56,0,220,0.28,0,NC0018,CECIL,SCL,NON,2,6,NONE,ERODED,3
37081060027,249169,37081,6,5,37081,03030003,0303,136,231A,,0,2,56,0,220,0.28,0,NC0018,CECIL,SCL,NON,6,10,NONE,ERODED,3
37081060028,214123,37081,6,3,37081,03030003,0303,136,231A,,1,2,0,0,220,0.00,0,DC0038,,,,0,0,NONE,,0
37081060029,214123,37081,6,1,37081,03030003,0303,136,231A,,1,2,0,0,220,0.00,0,DC0038,,,,0,0,NONE,,0
37081060030,249425,37081,6,1,37081,03030003,0303,136,231A,,1,2,86,0,220,0.24,0,NC0030,ENON,FSL,NON,2,6,NONE,0,3
37081060031,249430,37081,6,4,37081,03030003,0303,136,231A,,1,2,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081060032,249430,37081,6,3,37081,03030003,0303,136,231A,,1,2,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081060033,249430,37081,6,10,37081,03030003,0303,136,231A,,1,2,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081060034,249430,37081,6,10,37081,03030003,0303,136,231A,,1,2,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081060035,249425,37081,6,4,37081,03030003,0303,136,231A,,1,2,86,0,220,0.24,0,NC0030,ENON,FSL,NON,2,6,NONE,0,3
37081060036,249425,37081,6,2,37081,03030003,0303,136,231A,,1,2,86,0,220,0.24,0,NC0030,ENON,FSL,NON,2,6,NONE,0,3
37081060037,214123,37081,6,1,37081,03030002,0303,136,231A,,1,2,0,0,220,0.00,0,DC0038,,,,0,0,NONE,,0
37081060038,214039,37081,6,26,37081,03030002,0303,136,231A,,0,2,0,0,220,0.00,0,DC0035,URBAN LAND,VAR,NON,2,10,NONE,0,0
37081060039,274013,37081,6,25,37081,03030002,0303,136,231A,,0,2,48,0,220,0.24,0,SC0003,CORONACA,CL,NON,2,10,NONE,0,5
37081060040,250445,37081,6,25,37081,03030002,0303,136,231A,,0,2,48,0,220,0.28,0,NC0072,MECKLENBURG,SCL,NON,2,10,NONE,0,2
37081060041,250279,37081,6,2,37081,03030002,0303,136,231A,,1,2,48,0,220,0.28,0,NC0071,MADISON,CL,NON,15,25,NONE,ERODED,3
37081060042,274717,37081,6,1,37081,03030002,0303,136,231A,,1,2,86,0,220,0.24,0,SC0083,EVARD,FSL,NON,15,25,NONE,0,5
37081060043,274439,37081,6,2,37081,03030002,0303,136,231A,,1,2,134,0,220,0.10,0,SC0026,BONNEAU,LFS,NON,0,4,NONE,0,5
37081060044,249936,37081,6,4,37081,03030002,0303,136,231A,,1,2,134,0,220,0.15,0,NC0053,FUQUAY,LS,NON,0,6,NONE,0,5
37081060045,249201,37081,6,7,37081,03030002,0303,136,231A,,1,2,86,0,220,0.28,0,NC0018,CECIL,SL,NON,2,6,NONE,0,4
37081060046,249492,37081,6,18,37081,03030002,0303,136,231A,,0,2,56,0,220,0.24,0,NC0031,WILKES,SL,NON,10,15,NONE,0,1
37081060047,250289,37081,6,21,37081,03030002,0303,136,231A,,0,2,48,0,220,0.28,0,NC0071,MADISON,CL,NON,6,10,NONE,ERODED,3
37081060048,250279,37081,6,19,37081,03030002,0303,136,231A,,0,2,48,0,220,0.28,0,NC0071,MADISON,CL,NON,15,25,NONE,ERODED,3
37081060049,250448,37081,6,21,37081,03030002,0303,136,231A,,0,2,48,0,220,0.28,0,NC0072,MECKLENBURG,SCL,NON,6,10,NONE,ERODED,2
37081060050,274639,37081,6,21,37081,03030002,0303,136,231A,,0,2,48,0,220,0.37,0,SC0064,CONGAREE,L,NON,0,2,FREQ,0,5
37081060051,250446,37081,6,21,37081,03030002,0303,136,231A,,0,2,48,0,220,0.28,0,NC0072,MECKLENBURG,SCL,NON,2,6,NONE,ERODED,2
37081060052,214123,37081,6,1,37081,03030002,0303,136,231A,,1,2,0,0,220,0.00,0,DC0038,,,,0,0,NONE,,0
37081060053,274014,37081,6,33,37081,03030002,0303,136,231A,,0,2,48,0,220,0.24,0,SC0003,CORONACA,CL,NON,2,6,NONE,0,5
37081060054,249201,37081,6,1,37081,03030002,0303,136,231A,,0,2,86,0,220,0.28,0,NC0018,CECIL,SL,NON,2,6,NONE,0,4
37081060055,249192,37081,6,32,37081,03030002,0303,136,231A,,0,2,86,0,220,0.28,0,NC0018,CECIL,SL,NON,10,15,NONE,0,4
37081070001,274717,37081,7,1,37081,03030002,0303,136,231A,,1,2,86,0,220,0.24,0,SC0083,EVARD,FSL,NON,15,25,NONE,0,5
37081070002,274439,37081,7,4,37081,03030002,0303,136,231A,,1,2,134,0,220,0.10,0,SC0026,BONNEAU,LFS,NON,0,4,NONE,0,5
37081070003,249594,37081,7,3,37081,03030002,0303,136,231A,,1,2,86,0,220,0.24,0,NC0032,APPLING,SL,NON,6,10,NONE,0,4
37081070004,249588,37081,7,22,37081,03030002,0303,136,231A,,0,2,86,0,220,0.24,0,NC0032,APPLING,SL,NON,2,6,NONE,0,4
37081070005,250113,37081,7,23,37081,03030002,0303,136,231A,,0,2,86,0,220,0.24,0,NC0058,HELENA,SL,NON,6,10,NONE,0,4
37081070006,249748,37081,7,23,37081,03030002,0303,136,231A,,0,2,86,0,220,0.24,0,NC0039,VANCE,SL,NON,2,6,NONE,0,3
37081070007,249430,37081,7,2,37081,03030003,0303,136,231A,,1,0,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081070008,249430,37081,7,5,37081,03030003,0303,136,231A,,1,0,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081070009,249166,37081,7,5,37081,03030003,0303,136,231A,,1,0,56,0,220,0.28,0,NC0018,CECIL,SCL,NON,2,6,NONE,ERODED,3
37081070010,249201,37081,7,2,37081,03030003,0303,136,231A,,1,0,86,0,220,0.28,0,NC0018,CECIL,SL,NON,2,6,NONE,0,4
37081070011,249166,37081,7,1,37081,03030003,0303,136,231A,,1,0,56,0,220,0.28,0,NC0018,CECIL,SCL,NON,2,6,NONE,ERODED,3
37081070012,274439,37081,7,3,37081,03030003,0303,136,231A,,1,0,134,0,220,0.10,0,SC0026,BONNEAU,LFS,NON,0,4,NONE,0,5
37081070013,249430,37081,7,1,37081,03030003,0303,136,231A,,1,0,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081070014,274717,37081,7,1,37081,03030003,0303,136,231A,,1,0,86,0,220,0.24,0,SC0083,EVARD,FSL,NON,15,25,NONE,0,5
37081070015,249425,37081,7,18,37081,03030003,0303,136,231A,,0,0,86,0,220,0.24,0,NC0030,ENON,FSL,NON,2,6,NONE,0,3
37081070016,249425,37081,7,20,37081,03030003,0303,136,231A,,0,0,86,0,220,0.24,0,NC0030,ENON,FSL,NON,2,6,NONE,0,3
37081070017,249430,37081,7,18,37081,03030003,0303,136,231A,,0,0,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081070018,250446,37081,7,21,37081,03030002,0303,136,231A,,0,0,48,0,220,0.28,0,NC0072,MECKLENBURG,SCL,NON,2,6,NONE,ERODED,2
37081070019,250446,37081,7,22,37081,03030002,0303,136,231A,,0,0,48,0,220,0.28,0,NC0072,MECKLENBURG,SCL,NON,2,6,NONE,ERODED,2
37081070020,249505,37081,7,22,37081,03030002,0303,136,231A,,0,0,56,0,220,0.24,0,NC0031,WILKES,SL,NON,15,45,NONE,0,1
37081070021,249594,37081,7,3,37081,03030002,0303,136,231A,,1,0,86,0,220,0.24,0,NC0032,APPLING,SL,NON,6,10,NONE,0,4
37081070022,214123,37081,7,1,37081,03030002,0303,136,231A,,1,0,0,0,220,0.00,0,DC0038,,,,0,0,NONE,,0
37081070023,274439,37081,7,3,37081,03030002,0303,136,231A,,1,0,134,0,220,0.10,0,SC0026,BONNEAU,LFS,NON,0,4,NONE,0,5
37081070024,250446,37081,7,1,37081,03030002,0303,136,231A,,1,0,48,0,220,0.28,0,NC0072,MECKLENBURG,SCL,NON,2,6,NONE,ERODED,2
37081070025,250446,37081,7,1,37081,03030002,0303,136,231A,,1,0,48,0,220,0.28,0,NC0072,MECKLENBURG,SCL,NON,2,6,NONE,ERODED,2
37081070026,249201,37081,7,24,37081,03030002,0303,136,231A,,0,2,86,0,220,0.28,0,NC0018,CECIL,SL,NON,2,6,NONE,0,4
37081070027,249166,37081,7,16,37081,03030002,0303,136,231A,,0,2,56,0,220,0.28,0,NC0018,CECIL,SCL,NON,2,6,NONE,ERODED,3
37081070028,250446,37081,7,26,37081,03030002,0303,136,231A,,0,2,48,0,220,0.28,0,NC0072,MECKLENBURG,SCL,NON,2,6,NONE,ERODED,2
37081070029,214123,37081,7,1,37081,03030002,0303,136,231A,,1,2,0,0,220,0.00,0,DC0038,,,,0,0,NONE,,0
37081070030,274717,37081,7,1,37081,03030002,0303,136,231A,,1,2,86,0,220,0.24,0,SC0083,EVARD,FSL,NON,15,25,NONE,0,5
37081070031,249201,37081,7,3,37081,03030002,0303,136,231A,,1,2,86,0,220,0.28,0,NC0018,CECIL,SL,NON,2,6,NONE,0,4
37081070032,249201,37081,7,3,37081,03030002,0303,136,231A,,1,2,86,0,220,0.28,0,NC0018,CECIL,SL,NON,2,6,NONE,0,4
37081070033,249201,37081,7,1,37081,03030002,0303,136,231A,,1,2,86,0,220,0.28,0,NC0018,CECIL,SL,NON,2,6,NONE,0,4
37081070034,250446,37081,7,2,37081,03030002,0303,136,231A,,1,2,48,0,220,0.28,0,NC0072,MECKLENBURG,SCL,NON,2,6,NONE,ERODED,2
37081070035,213913,37081,7,1,37081,03030002,0303,136,231A,,1,2,0,0,220,0.00,0,DC0028,PITS,VAR,NON,0,4,NONE,0,0
37081070036,214123,37081,7,2,37081,03030002,0303,136,231A,,1,2,0,0,220,0.00,0,DC0038,,,,0,0,NONE,,0
37081070037,214123,37081,7,2,37081,03030002,0303,136,231A,,1,2,0,0,220,0.00,0,DC0038,,,,0,0,NONE,,0
37081070038,250017,37081,7,23,37081,03030002,0303,136,231A,,0,2,86,0,220,0.24,0,NC0055,CHEWACLA,SL,NON,0,2,FREQ,0,5
37081070039,250446,37081,7,23,37081,03030002,0303,136,231A,,0,2,48,0,220,0.28,0,NC0072,MECKLENBURG,SCL,NON,2,6,NONE,ERODED,2
37081070040,213913,37081,7,23,37081,03030002,0303,136,231A,,0,2,0,0,220,0.00,0,DC0028,PITS,VAR,NON,0,4,NONE,0,0
37081070041,249425,37081,7,3,37081,03030002,0303,136,231A,,1,0,86,0,220,0.24,0,NC0030,ENON,FSL,NON,2,6,NONE,0,3
37081070042,249425,37081,7,1,37081,03030002,0303,136,231A,,1,0,86,0,220,0.24,0,NC0030,ENON,FSL,NON,2,6,NONE,0,3
37081070043,274717,37081,7,1,37081,03030002,0303,136,231A,,1,0,86,0,220,0.24,0,SC0083,EVARD,FSL,NON,15,25,NONE,0,5
37081070044,274439,37081,7,2,37081,03030002,0303,136,231A,,1,0,134,0,220,0.10,0,SC0026,BONNEAU,LFS,NON,0,4,NONE,0,5
37081070045,249936,37081,7,3,37081,03030002,0303,136,231A,,1,0,134,0,220,0.15,0,NC0053,FUQUAY,LS,NON,0,6,NONE,0,5
37081070046,249425,37081,7,30,37081,03030002,0303,136,231A,,0,0,86,0,220,0.24,0,NC0030,ENON,FSL,NON,2,6,NONE,0,3
37081070047,249425,37081,7,30,37081,03030002,0303,136,231A,,0,0,86,0,220,0.24,0,NC0030,ENON,FSL,NON,2,6,NONE,0,3
37081070048,249430,37081,7,4,37081,03030002,0303,136,231A,,0,0,86,0,220,0.24,0,NC0030,ENON,FSL,NON,6,10,NONE,0,3
37081070049,249201,37081,7,22,37081,03030002,0303,136,231A,,0,2,86,0,220,0.28,0,NC0018,CECIL,SL,NON,2,6,NONE,0,4
37081070050,249422,37081,7,22,37081,03030002,0303,136,231A,,0,2,86,0,220,0.24,0,NC0030,ENON,FSL,NON,10,15,NONE,0,3
37081070051,250386,37081,7,21,37081,03030002,0303,136,231A,,0,2,56,0,220,0.24,0,NC0071,MADISON,SL,NON,15,35,NONE,0,4
37081070052,250386,37081,7,21,37081,03010103,0303,136,231A,,0,2,56,0,220,0.24,0,NC0071,MADISON,SL,NON,15,35,NONE,0,4
37081070053,250279,37081,7,22,37081,03010103,0303,136,231A,,0,2,48,0,220,0.28,0,NC0071,MADISON,CL,NON,15,25,NONE,ERODED,3
37081070054,250386,37081,7,21,37081,03010103,0303,136,231A,,0,2,56,0,220,0.24,0,NC0071,MADISON,SL,NON,15,35,NONE,0,4
37081070055,214123,37081,7,1,37081,03010103,0303,136,231A,,1,2,0,0,220,0.00,0,DC0038,,,,0,0,NONE,,0
37081070056,250386,37081,7,1,37081,03010103,0303,136,231A,,1,2,56,0,220,0.24,0,NC0071,MADISON,SL,NON,15,35,NONE,0,4
37083010001,249756,37083,1,19,37083,03010107,0301,153A,232C,,0,2,86,0,280,0.20,0,NC0041,GOLDSBORO,FSL,NON,0,2,NONE,0,5
37083010002,249756,37083,1,20,37083,03010107,0301,153A,232C,,0,2,86,0,280,0.20,0,NC0041,GOLDSBORO,FSL,NON,0,2,NONE,0,5
37083010003,249756,37083,1,20,37083,03010107,0301,153A,232C,,0,2,86,0,280,0.20,0,NC0041,GOLDSBORO,FSL,NON,0,2,NONE,0,5
37083010004,274717,37083,1,1,37083,03010107,0301,153A,232C,,1,2,86,0,280,0.24,0,SC0083,EVARD,FSL,NON,15,25,NONE,0,5
37083010005,249952,37083,1,17,37083,03010107,0301,136,231A,,0,2,220,0,280,0.10,0,NC0053,FUQUAY,S,NON,0,4,NONE,0,5
37083010006,249952,37083,1,16,37083,03010107,0301,136,231A,,0,2,220,0,280,0.10,0,NC0053,FUQUAY,S,NON,0,4,NONE,0,5
37083010007,200318,37083,1,15,37083,03010107,0301,136,231A,,0,2,134,0,280,0.15,0,AL0010,DOTHAN,LS,NON,0,2,NONE,0,5
37083010008,274439,37083,1,1,37083,03010107,0301,136,231A,,1,2,134,0,280,0.10,0,SC0026,BONNEAU,LFS,NON,0,4,NONE,0,5
37083010009,288309,37083,1,2,37083,03010107,0301,136,231A,,1,2,86,0,280,0.28,0,VA0031,STATE,FSL,NON,0,2,NONE,0,5
37083010010,274280,37083,1,4,37083,03010107,0301,136,231A,,1,2,86,0,280,0.20,0,SC0015,PACOLET,SL,NON,2,6,NONE,0,3
37083010011,249936,37083,1,3,37083,03010107,0301,136,231A,,1,2,134,0,280,0.15,0,NC0053,FUQUAY,LS,NON,0,6,NONE,0,5
37083010012,249952,37083,1,1,37083,03010107,0301,136,231A,,1,2,220,0,280,0.10,0,NC0053,FUQUAY,S,NON,0,4,NONE,0,5
37083010013,249952,37083,1,3,37083,03010107,0301,136,231A,,1,2,220,0,280,0.10,0,NC0053,FUQUAY,S,NON,0,4,NONE,0,5
37083010014,274439,37083,1,27,37083,03010107,0301,133A,232A,,0,2,134,0,280,0.10,0,SC0026,BONNEAU,LFS,NON,0,4,NONE,0,5
37083010015,274439,37083,1,13,37083,03010107,0301,133A,232A,,0,2,134,0,280,0.10,0,SC0026,BONNEAU,LFS,NON,0,4,NONE,0,5
37083010016,274439,37083,1,26,37083,03010107,0301,133A,232A,,0,2,134,0,280,0.10,0,SC0026,BONNEAU,LFS,NON,0,4,NONE,0,5
37083010017,288309,37083,1,2,37083,03010107,0301,133A,232A,,1,2,86,0,280,0.28,0,VA0031,STATE,FSL,NON,0,2,NONE,0,5
37083010018,249965,37083,1,16,37083,03020102,0302,133A,232A,,0,2,86,0,280,0.24,0,NC0054,ALTAVISTA,FSL,NON,0,3,RARE,0,5
37083010019,288908,37083,1,15,37083,03020102,0302,133A,232A,,0,2,56,0,280,0.37,0,VA0074,ROANOKE,L,NON,0,2,OCCAS,DRAINED,4
37083010020,288908,37083,1,16,37083,03020102,0302,133A,232A,,0,2,56,0,280,0.37,0,VA0074,ROANOKE,L,NON,0,2,OCCAS,DRAINED,4
37083010021,214123,37083,1,1,37083,03020102,0302,133A,232A,,1,2,0,0,280,0.00,0,DC0038,,,,0,0,NONE,,0
37083010022,274497,37083,1,18,37083,03020102,0302,133A,232B,,0,0,86,0,280,0.28,0,SC0035,CHASTAIN,CL,NON,0,1,FREQ,0,5
37083010023,289131,37083,1,17,37083,03020102,0302,133A,232B,,0,0,134,0,280,0.28,0,VA0102,EMPORIA,LFS,NON,2,6,NONE,0,4
37083010024,289131,37083,1,16,37083,03020102,0302,133A,232B,,0,0,134,0,280,0.28,0,VA0102,EMPORIA,LFS,NON,2,6,NONE,0,4
37083010025,289127,37083,1,1,37083,03020102,0302,133A,232A,,1,2,134,0,280,0.28,0,VA0102,EMPORIA,LFS,NON,0,2,NONE,0,4
37083010026,274717,37083,1,1,37083,03020102,0302,133A,232A,,1,2,86,0,280,0.24,0,SC0083,EVARD,FSL,NON,15,25,NONE,0,5
37083010027,289127,37083,1,1,37083,03020102,0302,133A,232A,,1,2,134,0,280,0.28,0,VA0102,EMPORIA,LFS,NON,0,2,NONE,0,4
37083010028,289127,37083,1,17,37083,03020102,0302,133A,232A,,0,2,134,0,280,0.28,0,VA0102,EMPORIA,LFS,NON,0,2,NONE,0,4
37083010029,274381,37083,1,17,37083,03020102,0302,133A,232A,,0,2,86,0,280,0.20,0,SC0020,RAINS,FSL,NON,0,1,NONE,0,5
37083010030,289127,37083,1,17,37083,03020102,0302,133A,232A,,0,2,134,0,280,0.28,0,VA0102,EMPORIA,LFS,NON,0,2,NONE,0,4
37083010031,274717,37083,1,2,37083,03020102,0302,133A,232A,,1,2,86,0,280,0.24,0,SC0083,EVARD,FSL,NON,15,25,NONE,0,5
37083010032,274381,37083,1,17,37083,03020102,0302,133A,232A,,0,2,86,0,280,0.20,0,SC0020,RAINS,FSL,NON,0,1,NONE,0,5
37083010033,274381,37083,1,17,37083,03020102,0302,133A,232A,,0,2,86,0,280,0.20,0,SC0020,RAINS,FSL,NON,0,1,NONE,0,5
37083010034,274381,37083,1,17,37083,03020102,0302,133A,232A,,0,2,86,0,280,0.20,0,SC0020,RAINS,FSL,NON,0,1,NONE,0,5
37083010035,200890,37083,1,26,37083,03020102,0302,136,231A,,0,2,86,0,280,0.24,0,AL0046,WEDOWEE,SL,NON,2,6,NONE,0,3
37083010036,274280,37083,1,26,37083,03020102,0302,136,231A,,0,2,86,0,280,0.20,0,SC0015,PACOLET,SL,NON,2,6,NONE,0,3
37083010037,200890,37083,1,26,37083,03020102,0302,136,231A,,0,2,86,0,280,0.24,0,AL0046,WEDOWEE,SL,NON,2,6,NONE,0,3
37083010038,200896,37083,1,2,37083,03020102,0302,136,231A,,1,2,86,0,280,0.24,0,AL0046,WEDOWEE,SL,NON,6,10,NONE,0,3
37083010039,200890,37083,1,25,37083,03020102,0302,136,231A,,0,2,86,0,280,0.24,0,AL0046,WEDOWEE,SL,NON,2,6,NONE,0,3
37083010040,250007,37083,1,25,37083,03020102,0302,136,231A,,0,2,56,0,280,0.28,0,NC0055,CHEWACLA,L,NON,0,1,FREQ,0,5
37083010041,250007,37083,1,26,37083,03020102,0302,136,231A,,0,2,56,0,280,0.28,0,NC0055,CHEWACLA,L,NON,0,1,FREQ,0,5
37083010042,274717,37083,1,1,37083,03020102,0302,136,231A,,1,2,86,0,280,0.24,0,SC0083,EVARD,FSL,NON,15,25,NONE,0,5
37083020001,249909,37083,2,13,37083,03010107,0301,153A,232A,,1,0,86,0,280,0.24,0,NC0052,WEHADKEE,L,NON,0,2,FREQ,UNDRAINED,5
37083020002,214123,37083,2,1,37083,03010107,0301,153A,232A,,1,0,0,0,280,0.00,0,DC0038,,,,0,0,NONE,,0
37083020003,249909,37083,2,22,37083,03010107,0301,153A,232A,,0,0,86,0,280,0.24,0,NC0052,WEHADKEE,L,NON,0,2,FREQ,UNDRAINED,5
37083020004,288315,37083,2,57,37083,03010107,0301,153A,232A,,0,0,86,0,280,0.28,0,VA0031,STATE,FSL,NON,2,6,NONE,0,5
37083020005,274402,37083,2,54,37083,03010107,0301,153A,232A,,0,0,56,0,280,0.28,0,SC0021,WAHEE,SIL,NON,0,2,RARE,0,5
37083020006,201713,37083,2,18,37083,03010107,0301,133A,232A,,0,2,56,0,280,0.28,0,AL0141,BIBB,L,NON,0,1,FREQ,0,5
37083020007,289131,37083,2,18,37083,03010107,0301,133A,232A,,0,2,134,0,280,0.28,0,VA0102,EMPORIA,LFS,NON,2,6,NONE,0,4
37083020008,289127,37083,2,18,37083,03010107,0301,133A,232A,,0,2,134,0,280,0.28,0,VA0102,EMPORIA,LFS,NON,0,2,NONE,0,4
37083020009,214123,37083,2,1,37083,03010107,0301,133A,232A,,1,2,0,0,280,0.00,0,DC0038,,,,0,0,NONE,,0
37083020010,274439,37083,2,1,37083,03010107,0301,133A,232A,,1,2,134,0,280,0.10,0,SC0026,BONNEAU,LFS,NON,0,4,NONE,0,5
37083020011,274280,37083,2,27,37083,03010106,0301,136,231A,,0,2,86,0,280,0.20,0,SC0015,PACOLET,SL,NON,2,6,NONE,0,3
37083020012,200890,37083,2,28,37083,03010106,0301,136,231A,,0,2,86,0,280,0.24,0,AL0046,WEDOWEE,SL,NON,2,6,NONE,0,3
37083020013,250105,37083,2,27,37083,03010106,0301,136,231A,,0,2,86,0,280,0.24,0,NC0058,HELENA,SL,NON,0,3,NONE,0,4
37083020014,214123,37083,2,1,37083,03010106,0301,136,231A,,1,2,0,0,280,0.00,0,DC0038,,,,0,0,NONE,,0
37083020015,274280,37083,2,3,37083,03020102,0302,136,231A,,0,2,86,0,280,0.20,0,SC0015,PACOLET,SL,NON,2,6,NONE,0,3
