ST,STATE,STCNTY,COUNTY,FIPS,SVI
37,NORTH CAROLINA,37051,Cumberland,37051003103,0.547
37,NORTH CAROLINA,37051,Cumberland,37051003104,0.6016
37,NORTH CAROLINA,37051,Cumberland,37051003201,0.3864
37,NORTH CAROLINA,37051,Cumberland,37051003203,0.603
37,NORTH CAROLINA,37051,Cumberland,37051003204,0.7612
37,NORTH CAROLINA,37051,Cumberland,37051003205,0.5636
37,NORTH CAROLINA,37051,Cumberland,37051003302,0.8718
37,NORTH CAROLINA,37051,Cumberland,37051003304,0.4197
37,NORTH CAROLINA,37051,Cumberland,37051003305,0.7265
37,NORTH CAROLINA,37051,Cumberland,37051003307,0.8038
37,NORTH CAROLINA,37051,Cumberland,37051003309,0.4396
37,NORTH CAROLINA,37051,Cumberland,37051003310,0.7756
37,NORTH CAROLINA,37051,Cumberland,37051003311,0.6682
37,NORTH CAROLINA,37051,Cumberland,37051003312,0.5386
37,NORTH CAROLINA,37051,Cumberland,37051003313,0.5812
37,NORTH CAROLINA,37051,Cumberland,37051003314,0.7547
37,NORTH CAROLINA,37051,Cumberland,37051003401,0.4077
37,NORTH CAROLINA,37051,Cumberland,37051003402,-999.0
37,NORTH CAROLINA,37051,Cumberland,37051003403,0.2809
37,NORTH CAROLINA,37051,Cumberland,37051003404,-999.0
37,NORTH CAROLINA,37051,Cumberland,37051003405,0.4975
37,NORTH CAROLINA,37051,Cumberland,37051003406,0.2684
37,NORTH CAROLINA,37051,Cumberland,37051003407,0.044000000000000004
37,NORTH CAROLINA,37051,Cumberland,37051003408,0.4942
37,NORTH CAROLINA,37051,Cumberland,37051003500,0.6673
37,NORTH CAROLINA,37051,Cumberland,37051003600,0.8792
37,NORTH CAROLINA,37051,Cumberland,37051003700,0.3424
37,NORTH CAROLINA,37051,Cumberland,37051003800,0.9551
37,NORTH CAROLINA,37051,Cumberland,37051980100,-999.0
37,NORTH CAROLINA,37051,Cumberland,37051980200,-999.0
37,NORTH CAROLINA,37053,Currituck,37053110101,0.0652
37,NORTH CAROLINA,37053,Currituck,37053110102,0.1342
37,NORTH CAROLINA,37053,Currituck,37053110200,0.1661
37,NORTH CAROLINA,37053,Currituck,37053110301,0.162
37,NORTH CAROLINA,37053,Currituck,37053110302,0.397
37,NORTH CAROLINA,37053,Currituck,37053110401,0.5433
37,NORTH CAROLINA,37053,Currituck,37053110402,0.3216
37,NORTH CAROLINA,37053,Currituck,37053990100,-999.0
37,NORTH CAROLINA,37055,Dare,37055970101,0.0287
37,NORTH CAROLINA,37055,Dare,37055970102,0.1476
37,NORTH CAROLINA,37055,Dare,37055970200,0.1532
37,NORTH CAROLINA,37055,Dare,37055970300,0.2929
37,NORTH CAROLINA,37055,Dare,37055970400,0.2207
37,NORTH CAROLINA,37055,Dare,37055970501,0.2374
37,NORTH CAROLINA,37055,Dare,37055970502,0.6918
37,NORTH CAROLINA,37055,Dare,37055970601,0.5298
37,NORTH CAROLINA,37055,Dare,37055970602,0.3665
37,NORTH CAROLINA,37055,Dare,37055990100,-999.0
37,NORTH CAROLINA,37055,Dare,37055990200,-999.0
37,NORTH CAROLINA,37057,Davidson,37057060101,0.522
37,NORTH CAROLINA,37057,Davidson,37057060102,0.0851
37,NORTH CAROLINA,37057,Davidson,37057060201,0.223
37,NORTH CAROLINA,37057,Davidson,37057060202,0.5331
37,NORTH CAROLINA,37057,Davidson,37057060203,0.3378
37,NORTH CAROLINA,37057,Davidson,37057060301,0.1444
37,NORTH CAROLINA,37057,Davidson,37057060302,0.1101
37,NORTH CAROLINA,37057,Davidson,37057060303,0.2267
37,NORTH CAROLINA,37057,Davidson,37057060304,0.3554
37,NORTH CAROLINA,37057,Davidson,37057060400,0.366
37,NORTH CAROLINA,37057,Davidson,37057060500,0.2883
37,NORTH CAROLINA,37057,Davidson,37057060601,0.41
37,NORTH CAROLINA,37057,Davidson,37057060602,0.5456
37,NORTH CAROLINA,37057,Davidson,37057060700,0.8478
37,NORTH CAROLINA,37057,Davidson,37057060800,0.9246
37,NORTH CAROLINA,37057,Davidson,37057060900,0.7686
37,NORTH CAROLINA,37057,Davidson,37057061000,0.9037
37,NORTH CAROLINA,37057,Davidson,37057061100,0.5539
37,NORTH CAROLINA,37057,Davidson,37057061201,0.9273
37,NORTH CAROLINA,37057,Davidson,37057061202,0.4086
37,NORTH CAROLINA,37057,Davidson,37057061300,0.9167
37,NORTH CAROLINA,37057,Davidson,37057061400,0.9981
37,NORTH CAROLINA,37057,Davidson,37057061500,0.9940000000000001
37,NORTH CAROLINA,37057,Davidson,37057061600,0.9695
37,NORTH CAROLINA,37057,Davidson,37057061701,0.4702
37,NORTH CAROLINA,37057,Davidson,37057061702,0.7353
37,NORTH CAROLINA,37057,Davidson,37057061703,0.5192
37,NORTH CAROLINA,37057,Davidson,37057061802,0.3531
37,NORTH CAROLINA,37057,Davidson,37057061803,0.4308
37,NORTH CAROLINA,37057,Davidson,37057061804,0.1638
37,NORTH CAROLINA,37057,Davidson,37057061901,0.584
37,NORTH CAROLINA,37057,Davidson,37057061902,0.3725
37,NORTH CAROLINA,37057,Davidson,37057062001,0.3697
37,NORTH CAROLINA,37057,Davidson,37057062002,0.6238
37,NORTH CAROLINA,37059,Davie,37059080100,0.5993
37,NORTH CAROLINA,37059,Davie,37059080200,0.1671
37,NORTH CAROLINA,37059,Davie,37059080300,0.4794
37,NORTH CAROLINA,37059,Davie,37059080400,0.0602
37,NORTH CAROLINA,37059,Davie,37059080500,0.7432
37,NORTH CAROLINA,37059,Davie,37059080600,0.721
37,NORTH CAROLINA,37059,Davie,37059080700,0.7251
37,NORTH CAROLINA,37061,Duplin,37061090100,0.8862
37,NORTH CAROLINA,37061,Duplin,37061090200,0.9732
37,NORTH CAROLINA,37061,Duplin,37061090300,0.9857
37,NORTH CAROLINA,37061,Duplin,37061090400,0.838
37,NORTH CAROLINA,37061,Duplin,37061090501,0.7524
37,NORTH CAROLINA,37061,Duplin,37061090502,0.6821
37,NORTH CAROLINA,37061,Duplin,37061090600,0.7409
37,NORTH CAROLINA,37061,Duplin,37061090701,0.7811
37,NORTH CAROLINA,37061,Duplin,37061090702,0.8871
37,NORTH CAROLINA,37061,Duplin,37061090801,0.9898
37,NORTH CAROLINA,37061,Duplin,37061090802,0.9699
37,NORTH CAROLINA,37063,Durham,37063000101,0.8079999999999999
37,NORTH CAROLINA,37063,Durham,37063000102,0.8547
37,NORTH CAROLINA,37063,Durham,37063000200,0.5706
37,NORTH CAROLINA,37063,Durham,37063000301,0.7048
37,NORTH CAROLINA,37063,Durham,37063000302,0.3392
37,NORTH CAROLINA,37063,Durham,37063000401,0.0217
37,NORTH CAROLINA,37063,Durham,37063000402,0.1083
37,NORTH CAROLINA,37063,Durham,37063000500,0.8667
37,NORTH CAROLINA,37063,Durham,37063000600,0.5581
37,NORTH CAROLINA,37063,Durham,37063000700,0.2989
37,NORTH CAROLINA,37063,Durham,37063000900,0.8593
37,NORTH CAROLINA,37063,Durham,37063001001,0.9662
37,NORTH CAROLINA,37063,Durham,37063001002,0.9755
37,NORTH CAROLINA,37063,Durham,37063001100,0.9944
37,NORTH CAROLINA,37063,Durham,37063001301,0.8376
37,NORTH CAROLINA,37063,Durham,37063001303,0.5932
37,NORTH CAROLINA,37063,Durham,37063001304,0.9903
37,NORTH CAROLINA,37063,Durham,37063001400,0.9047
37,NORTH CAROLINA,37063,Durham,37063001501,0.4137
37,NORTH CAROLINA,37063,Durham,37063001502,0.8575
37,NORTH CAROLINA,37063,Durham,37063001503,-999.0
37,NORTH CAROLINA,37063,Durham,37063001601,0.2082
37,NORTH CAROLINA,37063,Durham,37063001603,0.1934
37,NORTH CAROLINA,37063,Durham,37063001604,0.0162
37,NORTH CAROLINA,37063,Durham,37063001705,0.6391
37,NORTH CAROLINA,37063,Durham,37063001706,0.2739
37,NORTH CAROLINA,37063,Durham,37063001707,0.2342
37,NORTH CAROLINA,37063,Durham,37063001708,0.8297
37,NORTH CAROLINA,37063,Durham,37063001709,0.988
37,NORTH CAROLINA,37063,Durham,37063001710,0.7509999999999999
37,NORTH CAROLINA,37063,Durham,37063001711,0.7011
37,NORTH CAROLINA,37063,Durham,37063001801,0.6585
37,NORTH CAROLINA,37063,Durham,37063001802,0.9764
37,NORTH CAROLINA,37063,Durham,37063001806,0.3022
37,NORTH CAROLINA,37063,Durham,37063001807,0.6168
37,NORTH CAROLINA,37063,Durham,37063001808,0.2008
37,NORTH CAROLINA,37063,Durham,37063001809,0.4637
37,NORTH CAROLINA,37063,Durham,37063001900,0.0639
37,NORTH CAROLINA,37063,Durham,37063002007,0.1467
37,NORTH CAROLINA,37063,Durham,37063002008,0.0019
37,NORTH CAROLINA,37063,Durham,37063002009,0.9449
37,NORTH CAROLINA,37063,Durham,37063002013,0.1212
37,NORTH CAROLINA,37063,Durham,37063002015,0.8612
37,NORTH CAROLINA,37063,Durham,37063002016,0.6691
37,NORTH CAROLINA,37063,Durham,37063002017,0.2129
37,NORTH CAROLINA,37063,Durham,37063002018,0.2272
37,NORTH CAROLINA,37063,Durham,37063002019,0.037000000000000005
37,NORTH CAROLINA,37063,Durham,37063002020,0.0514
37,NORTH CAROLINA,37063,Durham,37063002021,0.4586
37,NORTH CAROLINA,37063,Durham,37063002022,0.3813
37,NORTH CAROLINA,37063,Durham,37063002023,0.1976
37,NORTH CAROLINA,37063,Durham,37063002024,0.0393
37,NORTH CAROLINA,37063,Durham,37063002025,0.3702
37,NORTH CAROLINA,37063,Durham,37063002026,0.7834
37,NORTH CAROLINA,37063,Durham,37063002027,0.6076
37,NORTH CAROLINA,37063,Durham,37063002028,0.1425
37,NORTH CAROLINA,37063,Durham,37063002100,0.317
37,NORTH CAROLINA,37063,Durham,37063002200,0.4498
37,NORTH CAROLINA,37063,Durham,37063002300,0.9537
37,NORTH CAROLINA,37063,Durham,37063980100,-999.0
37,NORTH CAROLINA,37065,Edgecombe,37065020200,0.9741
37,NORTH CAROLINA,37065,Edgecombe,37065020300,0.8112
37,NORTH CAROLINA,37065,Edgecombe,37065020400,0.8454
37,NORTH CAROLINA,37065,Edgecombe,37065020600,0.8288
37,NORTH CAROLINA,37065,Edgecombe,37065020700,0.6978
37,NORTH CAROLINA,37065,Edgecombe,37065020800,0.6534
37,NORTH CAROLINA,37065,Edgecombe,37065020900,0.9574
37,NORTH CAROLINA,37065,Edgecombe,37065021000,0.8542
37,NORTH CAROLINA,37065,Edgecombe,37065021100,0.7723
37,NORTH CAROLINA,37065,Edgecombe,37065021200,0.7497
37,NORTH CAROLINA,37065,Edgecombe,37065021300,0.7922
37,NORTH CAROLINA,37065,Edgecombe,37065021400,0.5529999999999999
37,NORTH CAROLINA,37065,Edgecombe,37065021500,0.6576
37,NORTH CAROLINA,37065,Edgecombe,37065021600,0.6441
37,NORTH CAROLINA,37067,Forsyth,37067000100,0.2915
37,NORTH CAROLINA,37067,Forsyth,37067000200,0.8237
37,NORTH CAROLINA,37067,Forsyth,37067000301,0.9634
37,NORTH CAROLINA,37067,Forsyth,37067000302,0.8172
37,NORTH CAROLINA,37067,Forsyth,37067000400,0.8746
37,NORTH CAROLINA,37067,Forsyth,37067000500,0.938
37,NORTH CAROLINA,37067,Forsyth,37067000600,0.9926
37,NORTH CAROLINA,37067,Forsyth,37067000700,0.7881
37,NORTH CAROLINA,37067,Forsyth,37067000801,0.851
37,NORTH CAROLINA,37067,Forsyth,37067000802,0.9422
37,NORTH CAROLINA,37067,Forsyth,37067000900,0.7672
37,NORTH CAROLINA,37067,Forsyth,37067001000,0.6636
37,NORTH CAROLINA,37067,Forsyth,37067001100,0.3073
37,NORTH CAROLINA,37067,Forsyth,37067001200,0.1546
37,NORTH CAROLINA,37067,Forsyth,37067001300,0.5891
37,NORTH CAROLINA,37067,Forsyth,37067001400,0.9875
37,NORTH CAROLINA,37067,Forsyth,37067001500,0.9348
37,NORTH CAROLINA,37067,Forsyth,37067001601,0.7871
37,NORTH CAROLINA,37067,Forsyth,37067001602,0.9
37,NORTH CAROLINA,37067,Forsyth,37067001700,0.8825
37,NORTH CAROLINA,37067,Forsyth,37067001800,0.9801
37,NORTH CAROLINA,37067,Forsyth,37067001901,0.919
37,NORTH CAROLINA,37067,Forsyth,37067001902,0.3582
37,NORTH CAROLINA,37067,Forsyth,37067002001,0.8653
37,NORTH CAROLINA,37067,Forsyth,37067002002,0.8144
37,NORTH CAROLINA,37067,Forsyth,37067002100,0.5113
37,NORTH CAROLINA,37067,Forsyth,37067002200,0.2193
37,NORTH CAROLINA,37067,Forsyth,37067002501,0.0255
37,NORTH CAROLINA,37067,Forsyth,37067002502,0.0292
37,NORTH CAROLINA,37067,Forsyth,37067002601,0.0199
37,NORTH CAROLINA,37067,Forsyth,37067002603,0.2096
37,NORTH CAROLINA,37067,Forsyth,37067002604,0.3758
37,NORTH CAROLINA,37067,Forsyth,37067002701,0.8751
37,NORTH CAROLINA,37067,Forsyth,37067002702,0.963
37,NORTH CAROLINA,37067,Forsyth,37067002703,0.6853
37,NORTH CAROLINA,37067,Forsyth,37067002801,0.0338
37,NORTH CAROLINA,37067,Forsyth,37067002804,0.6992
37,NORTH CAROLINA,37067,Forsyth,37067002806,0.9357
37,NORTH CAROLINA,37067,Forsyth,37067002807,0.5710000000000001
37,NORTH CAROLINA,37067,Forsyth,37067002808,0.1971
37,NORTH CAROLINA,37067,Forsyth,37067002809,0.1384
37,NORTH CAROLINA,37067,Forsyth,37067002901,0.7071
37,NORTH CAROLINA,37067,Forsyth,37067002903,0.7645
37,NORTH CAROLINA,37067,Forsyth,37067002904,0.1726
37,NORTH CAROLINA,37067,Forsyth,37067003002,0.4961
37,NORTH CAROLINA,37067,Forsyth,37067003003,0.249
37,NORTH CAROLINA,37067,Forsyth,37067003004,0.4118
37,NORTH CAROLINA,37067,Forsyth,37067003103,0.1277
37,NORTH CAROLINA,37067,Forsyth,37067003105,0.5201
37,NORTH CAROLINA,37067,Forsyth,37067003106,0.0366
37,NORTH CAROLINA,37067,Forsyth,37067003107,0.3235
37,NORTH CAROLINA,37067,Forsyth,37067003108,0.9477
37,NORTH CAROLINA,37067,Forsyth,37067003201,0.4739
37,NORTH CAROLINA,37067,Forsyth,37067003202,0.7844
37,NORTH CAROLINA,37067,Forsyth,37067003307,0.2934
37,NORTH CAROLINA,37067,Forsyth,37067003308,0.0875
37,NORTH CAROLINA,37067,Forsyth,37067003309,0.7797
37,NORTH CAROLINA,37067,Forsyth,37067003310,0.4267
37,NORTH CAROLINA,37067,Forsyth,37067003311,0.1023
37,NORTH CAROLINA,37067,Forsyth,37067003312,0.2689
37,NORTH CAROLINA,37067,Forsyth,37067003313,0.6548
37,NORTH CAROLINA,37067,Forsyth,37067003314,0.2749
37,NORTH CAROLINA,37067,Forsyth,37067003315,0.28
37,NORTH CAROLINA,37067,Forsyth,37067003402,0.5669
37,NORTH CAROLINA,37067,Forsyth,37067003403,0.8876
37,NORTH CAROLINA,37067,Forsyth,37067003404,0.9366
37,NORTH CAROLINA,37067,Forsyth,37067003500,0.8695
37,NORTH CAROLINA,37067,Forsyth,37067003600,0.4868
37,NORTH CAROLINA,37067,Forsyth,37067003701,0.72
37,NORTH CAROLINA,37067,Forsyth,37067003702,0.3614
37,NORTH CAROLINA,37067,Forsyth,37067003703,0.2878
37,NORTH CAROLINA,37067,Forsyth,37067003803,0.2846
37,NORTH CAROLINA,37067,Forsyth,37067003804,0.4253
37,NORTH CAROLINA,37067,Forsyth,37067003805,0.4424
37,NORTH CAROLINA,37067,Forsyth,37067003806,0.3221
37,NORTH CAROLINA,37067,Forsyth,37067003903,0.8214
37,NORTH CAROLINA,37067,Forsyth,37067003904,0.2522
37,NORTH CAROLINA,37067,Forsyth,37067003905,0.2735
37,NORTH CAROLINA,37067,Forsyth,37067003906,0.0671
37,NORTH CAROLINA,37067,Forsyth,37067003908,0.0009
37,NORTH CAROLINA,37067,Forsyth,37067003909,0.0245
37,NORTH CAROLINA,37067,Forsyth,37067004005,0.0976
37,NORTH CAROLINA,37067,Forsyth,37067004007,0.1254
37,NORTH CAROLINA,37067,Forsyth,37067004009,0.0583
37,NORTH CAROLINA,37067,Forsyth,37067004010,0.018000000000000002
37,NORTH CAROLINA,37067,Forsyth,37067004011,0.0578
37,NORTH CAROLINA,37067,Forsyth,37067004012,0.4063
37,NORTH CAROLINA,37067,Forsyth,37067004013,0.6205
37,NORTH CAROLINA,37067,Forsyth,37067004014,0.2559
37,NORTH CAROLINA,37067,Forsyth,37067004015,0.1393
37,NORTH CAROLINA,37067,Forsyth,37067004102,0.4225
37,NORTH CAROLINA,37067,Forsyth,37067004103,0.1166
37,NORTH CAROLINA,37067,Forsyth,37067004104,0.1273
37,NORTH CAROLINA,37069,Franklin,37069060100,0.7658
37,NORTH CAROLINA,37069,Franklin,37069060200,0.4752
37,NORTH CAROLINA,37069,Franklin,37069060301,0.6798
37,NORTH CAROLINA,37069,Franklin,37069060302,0.9972
37,NORTH CAROLINA,37069,Franklin,37069060401,0.695
37,NORTH CAROLINA,37069,Franklin,37069060402,0.895
37,NORTH CAROLINA,37069,Franklin,37069060501,0.3017
37,NORTH CAROLINA,37069,Franklin,37069060502,0.1758
37,NORTH CAROLINA,37069,Franklin,37069060600,0.4697
37,NORTH CAROLINA,37069,Franklin,37069060700,0.4863
37,NORTH CAROLINA,37069,Franklin,37069060801,0.4984
37,NORTH CAROLINA,37069,Franklin,37069060802,0.5053
37,NORTH CAROLINA,37071,Gaston,37071030101,0.1888
37,NORTH CAROLINA,37071,Gaston,37071030102,0.2888
37,NORTH CAROLINA,37071,Gaston,37071030203,0.2943
37,NORTH CAROLINA,37071,Gaston,37071030204,0.254
37,NORTH CAROLINA,37071,Gaston,37071030205,0.3744
37,NORTH CAROLINA,37071,Gaston,37071030301,0.3845
37,NORTH CAROLINA,37071,Gaston,37071030302,0.6511
37,NORTH CAROLINA,37071,Gaston,37071030401,0.242
37,NORTH CAROLINA,37071,Gaston,37071030402,0.5197
37,NORTH CAROLINA,37071,Gaston,37071030501,0.342
37,NORTH CAROLINA,37071,Gaston,37071030502,0.3346
37,NORTH CAROLINA,37071,Gaston,37071030601,0.4614
37,NORTH CAROLINA,37071,Gaston,37071030602,0.5571
37,NORTH CAROLINA,37071,Gaston,37071030700,0.336
37,NORTH CAROLINA,37071,Gaston,37071030801,0.5595
37,NORTH CAROLINA,37071,Gaston,37071030802,0.7108
37,NORTH CAROLINA,37071,Gaston,37071030901,0.5817
37,NORTH CAROLINA,37071,Gaston,37071030902,0.8723
37,NORTH CAROLINA,37071,Gaston,37071031001,0.7904
37,NORTH CAROLINA,37071,Gaston,37071031003,0.0717
37,NORTH CAROLINA,37071,Gaston,37071031004,0.5067
37,NORTH CAROLINA,37071,Gaston,37071031101,0.3961
37,NORTH CAROLINA,37071,Gaston,37071031102,0.528
37,NORTH CAROLINA,37071,Gaston,37071031201,0.4091
37,NORTH CAROLINA,37071,Gaston,37071031202,0.5275
37,NORTH CAROLINA,37071,Gaston,37071031301,0.6155
37,NORTH CAROLINA,37071,Gaston,37071031302,0.6844
37,NORTH CAROLINA,37071,Gaston,37071031401,0.8519
37,NORTH CAROLINA,37071,Gaston,37071031402,0.3947
37,NORTH CAROLINA,37071,Gaston,37071031500,0.9181
37,NORTH CAROLINA,37071,Gaston,37071031600,0.7746
37,NORTH CAROLINA,37071,Gaston,37071031701,0.5405
37,NORTH CAROLINA,37071,Gaston,37071031703,0.4817
37,NORTH CAROLINA,37071,Gaston,37071031704,0.6728
37,NORTH CAROLINA,37071,Gaston,37071031800,0.8334
37,NORTH CAROLINA,37071,Gaston,37071031900,0.9866
37,NORTH CAROLINA,37071,Gaston,37071032000,0.9162
37,NORTH CAROLINA,37071,Gaston,37071032100,0.9852
37,NORTH CAROLINA,37071,Gaston,37071032200,0.6478
37,NORTH CAROLINA,37071,Gaston,37071032301,0.4188
37,NORTH CAROLINA,37071,Gaston,37071032302,0.7779
37,NORTH CAROLINA,37071,Gaston,37071032401,0.193
37,NORTH CAROLINA,37071,Gaston,37071032402,0.0278
37,NORTH CAROLINA,37071,Gaston,37071032502,0.0916
37,NORTH CAROLINA,37071,Gaston,37071032505,0.6252
37,NORTH CAROLINA,37071,Gaston,37071032506,0.3461
37,NORTH CAROLINA,37071,Gaston,37071032507,0.2448
37,NORTH CAROLINA,37071,Gaston,37071032508,0.1735
37,NORTH CAROLINA,37071,Gaston,37071032600,0.2499
37,NORTH CAROLINA,37071,Gaston,37071032702,0.2906
37,NORTH CAROLINA,37071,Gaston,37071032703,0.5687
37,NORTH CAROLINA,37071,Gaston,37071032704,0.5585
37,NORTH CAROLINA,37071,Gaston,37071032800,0.8098
37,NORTH CAROLINA,37071,Gaston,37071032900,0.7321
37,NORTH CAROLINA,37071,Gaston,37071033100,0.7584
37,NORTH CAROLINA,37071,Gaston,37071033202,0.3924
37,NORTH CAROLINA,37071,Gaston,37071033203,0.8103
37,NORTH CAROLINA,37071,Gaston,37071033204,0.9259999999999999
37,NORTH CAROLINA,37071,Gaston,37071033303,0.0088
37,NORTH CAROLINA,37071,Gaston,37071033304,0.1328
37,NORTH CAROLINA,37071,Gaston,37071033305,0.4933
37,NORTH CAROLINA,37071,Gaston,37071033306,0.2707
37,NORTH CAROLINA,37071,Gaston,37071033307,0.3327
37,NORTH CAROLINA,37071,Gaston,37071033400,0.8186
37,NORTH CAROLINA,37071,Gaston,37071033500,0.3248
37,NORTH CAROLINA,37073,Gates,37073970100,0.4674
37,NORTH CAROLINA,37073,Gates,37073970200,0.4105
37,NORTH CAROLINA,37073,Gates,37073970300,0.5317
37,NORTH CAROLINA,37075,Graham,37075920100,0.2434
37,NORTH CAROLINA,37075,Graham,37075920200,0.354
37,NORTH CAROLINA,37075,Graham,37075920300,0.8436
37,NORTH CAROLINA,37077,Granville,37077970101,0.6627
37,NORTH CAROLINA,37077,Granville,37077970102,0.5326
37,NORTH CAROLINA,37077,Granville,37077970200,0.6381
37,NORTH CAROLINA,37077,Granville,37077970300,0.6812
37,NORTH CAROLINA,37077,Granville,37077970400,0.8899
37,NORTH CAROLINA,37077,Granville,37077970500,0.7154
37,NORTH CAROLINA,37077,Granville,37077970601,0.3151
37,NORTH CAROLINA,37077,Granville,37077970602,0.0865
37,NORTH CAROLINA,37077,Granville,37077970603,0.3114
37,NORTH CAROLINA,37077,Granville,37077970701,0.3188
37,NORTH CAROLINA,37077,Granville,37077970702,0.9792
37,NORTH CAROLINA,37077,Granville,37077970703,0.9283
37,NORTH CAROLINA,37077,Granville,37077970704,-999.0
37,NORTH CAROLINA,37079,Greene,37079950101,0.8945
37,NORTH CAROLINA,37079,Greene,37079950102,0.8644
37,NORTH CAROLINA,37079,Greene,37079950200,0.9352
37,NORTH CAROLINA,37079,Greene,37079950300,0.9639
37,NORTH CAROLINA,37081,Guilford,37081010100,0.9042
37,NORTH CAROLINA,37081,Guilford,37081010200,0.8255
37,NORTH CAROLINA,37081,Guilford,37081010300,0.9385
37,NORTH CAROLINA,37081,Guilford,37081010401,0.0204
37,NORTH CAROLINA,37081,Guilford,37081010403,0.3059
37,NORTH CAROLINA,37081,Guilford,37081010404,0.0046
37,NORTH CAROLINA,37081,Guilford,37081010500,0.1231
37,NORTH CAROLINA,37081,Guilford,37081010601,0.4165
37,NORTH CAROLINA,37081,Guilford,37081010602,0.3887
37,NORTH CAROLINA,37081,Guilford,37081010701,0.1578
37,NORTH CAROLINA,37081,Guilford,37081010702,0.2615
37,NORTH CAROLINA,37081,Guilford,37081010800,0.3642
37,NORTH CAROLINA,37081,Guilford,37081010900,0.36700000000000005
37,NORTH CAROLINA,37081,Guilford,37081011000,0.8246
37,NORTH CAROLINA,37081,Guilford,37081011101,0.9570000000000001
37,NORTH CAROLINA,37081,Guilford,37081011102,0.6909
37,NORTH CAROLINA,37081,Guilford,37081011200,0.9514
37,NORTH CAROLINA,37081,Guilford,37081011300,0.8977
37,NORTH CAROLINA,37081,Guilford,37081011400,0.9690000000000001
37,NORTH CAROLINA,37081,Guilford,37081011500,0.7807
37,NORTH CAROLINA,37081,Guilford,37081011601,0.6784
37,NORTH CAROLINA,37081,Guilford,37081011602,0.9186
37,NORTH CAROLINA,37081,Guilford,37081011904,0.7242
37,NORTH CAROLINA,37081,Guilford,37081011905,0.8316
37,NORTH CAROLINA,37081,Guilford,37081012503,0.0963
37,NORTH CAROLINA,37081,Guilford,37081012504,0.6631
37,NORTH CAROLINA,37081,Guilford,37081012505,0.0282
37,NORTH CAROLINA,37081,Guilford,37081012508,0.2624
37,NORTH CAROLINA,37081,Guilford,37081012509,0.0888
37,NORTH CAROLINA,37081,Guilford,37081012510,0.0666
37,NORTH CAROLINA,37081,Guilford,37081012511,0.0301
37,NORTH CAROLINA,37081,Guilford,37081012601,0.7381
37,NORTH CAROLINA,37081,Guilford,37081012604,0.9718
37,NORTH CAROLINA,37081,Guilford,37081012607,0.6326
37,NORTH CAROLINA,37081,Guilford,37081012608,0.9061
37,NORTH CAROLINA,37081,Guilford,37081012609,0.7932
37,NORTH CAROLINA,37081,Guilford,37081012610,0.7385
37,NORTH CAROLINA,37081,Guilford,37081012611,0.8991
37,NORTH CAROLINA,37081,Guilford,37081012612,0.7089
37,NORTH CAROLINA,37081,Guilford,37081012617,0.8168
37,NORTH CAROLINA,37081,Guilford,37081012703,0.3878
37,NORTH CAROLINA,37081,Guilford,37081012704,0.8931
37,NORTH CAROLINA,37081,Guilford,37081012705,0.7751
37,NORTH CAROLINA,37081,Guilford,37081012706,0.9135
37,NORTH CAROLINA,37081,Guilford,37081012707,0.9523
37,NORTH CAROLINA,37081,Guilford,37081012803,0.6062
37,NORTH CAROLINA,37081,Guilford,37081012804,0.758
37,NORTH CAROLINA,37081,Guilford,37081012805,0.8357
37,NORTH CAROLINA,37081,Guilford,37081013601,0.6789
37,NORTH CAROLINA,37081,Guilford,37081013602,0.8329
37,NORTH CAROLINA,37081,Guilford,37081013700,0.3994
37,NORTH CAROLINA,37081,Guilford,37081013800,0.9991
37,NORTH CAROLINA,37081,Guilford,37081013900,0.9963
37,NORTH CAROLINA,37081,Guilford,37081014000,0.9907
37,NORTH CAROLINA,37081,Guilford,37081014200,0.9931
37,NORTH CAROLINA,37081,Guilford,37081014300,0.9824
37,NORTH CAROLINA,37081,Guilford,37081014406,0.7441
37,NORTH CAROLINA,37081,Guilford,37081014407,0.6696
37,NORTH CAROLINA,37081,Guilford,37081014408,0.894
37,NORTH CAROLINA,37081,Guilford,37081014409,0.6053
37,NORTH CAROLINA,37081,Guilford,37081014410,0.6349
37,NORTH CAROLINA,37081,Guilford,37081014411,0.9112
37,NORTH CAROLINA,37081,Guilford,37081014412,0.7538
37,NORTH CAROLINA,37081,Guilford,37081014501,0.9954
37,NORTH CAROLINA,37081,Guilford,37081014502,0.9125
37,NORTH CAROLINA,37081,Guilford,37081014503,0.9843
37,NORTH CAROLINA,37081,Guilford,37081015100,0.261
37,NORTH CAROLINA,37081,Guilford,37081015200,0.2851
37,NORTH CAROLINA,37081,Guilford,37081015300,0.2416
37,NORTH CAROLINA,37081,Guilford,37081015401,0.1684
37,NORTH CAROLINA,37081,Guilford,37081015402,0.9172
37,NORTH CAROLINA,37081,Guilford,37081015500,0.7311
37,NORTH CAROLINA,37081,Guilford,37081015600,0.0828
37,NORTH CAROLINA,37081,Guilford,37081015703,0.2999
37,NORTH CAROLINA,37081,Guilford,37081015704,0.2156
37,NORTH CAROLINA,37081,Guilford,37081015705,0.3535
37,NORTH CAROLINA,37081,Guilford,37081015706,0.0449
37,NORTH CAROLINA,37081,Guilford,37081015707,0.2726
37,NORTH CAROLINA,37081,Guilford,37081015800,0.1323
37,NORTH CAROLINA,37081,Guilford,37081015901,0.2564
