ID,Fuel Type Code,Station Name,City,State,ZIP,Status Code,Latitude,Longitude,Facility Type
86919,ELEC,A&ET CAPE FEAR CC,Castle Hayne,NC,28429,E,34.324938,-77.879843,
86942,ELEC,STARWORKS STARWORKS,Star,NC,27356,E,35.406401,-79.785713,
86956,ELEC,TOC EV STATIONS TOWNHALL,Carrboro,NC,27510,T,35.91116,-79.077496,
86959,ELEC,FLAT ROCK NC VILLAGE OFFICE,Flat Rock,NC,28731,E,35.272712,-82.441517,
86965,ELEC,Blue Ridge Community College - Brevard Campus,Brevard,NC,28712,E,35.250058,-82.720567,COLLEGE_CAMPUS
87572,ELEC,PIEDMONT TRIAD MEBANE SOUTH,Mebane,NC,27302,E,36.074761,-79.270004,
87609,ELEC,DUKEPTS PG2 LEVEL 7,Durham,NC,27705,E,36.008327,-78.937789,
87656,ELEC,TOWN OF CARY BOND PARK BH,Cary,NC,27513,E,35.781304,-78.825552,
87805,ELEC,City of Archdale - Creekside Park,Archdale,NC,27263,E,35.893721,-79.935725,PARK
87806,ELEC,City of Archdale - City Hall,Archdale,NC,27263,E,35.89954,-79.961673,MUNI_GOV
87963,ELEC,Town of Sylva - Bridge Park,Sylva,NC,28779,E,35.374319,-83.224975,PARK
88015,ELEC,DILLSBORO NC TOWN HALL PARK,Dillsboro,NC,28275,E,35.369982,-83.249138,
88081,ELEC,HARRIS TEETER MORCROFT,Charlotte,NC,28211,E,35.153275,-80.825473,
88291,ELEC,RSP GARAGE RSP EV1,Charlotte,NC,28211,T,35.152842,-80.828638,
88391,ELEC,KINSTON WOODMEN,Kinston,NC,28504,E,35.267617,-77.619577,
88393,ELEC,KINSTON GRAINGER STADIU,Kinston,NC,28501,E,35.269397,-77.574478,
88430,ELEC,KINSTON HERITAGE,Kinston,NC,28501,E,35.260523,-77.58274,
88518,ELEC,ORIENTAL S1 ORIENTAL MARINA,Oriental,NC,28571,E,35.02412,-76.695302,
88519,ELEC,ORIENTAL S1 TOWN HALL,Oriental,NC,28571,T,35.028864,-76.694792,
88592,ELEC,KINSTON LENOIR CC,Kinston,NC,28504,E,35.233117,-77.570911,
88616,ELEC,Asheville Regional Airport - Hourly Parking Lot,Fletcher,NC,28732,E,35.434874,-82.537656,AIRPORT
88714,ELEC,COH POLICE DEPT,Henderson,NC,27536,T,36.327352,-78.403989,
88715,ELEC,COH OPS CTR,Henderson,NC,27536,T,36.335487,-78.431279,
88725,ELEC,SKYNET RANKIN PARKING,Asheville,NC,28801,E,35.595922,-82.553836,
91903,ELEC,Ingles Market,Waynesville,NC,28786,E,35.470142,-83.004869,GROCERY
91905,ELEC,Blue Ridge Community College - Patton Hall,Flat Rock,NC,28731,E,35.307808,-82.426922,COLLEGE_CAMPUS
92409,ELEC,WF EV STATIONS S WHITE EV,Wake Forest,NC,27587,E,35.978194,-78.510054,
92411,ELEC,SHUTE PARKING MONROE 1,Monroe,NC,28112,E,34.980492,-80.549375,
92421,ELEC,NOVEL NODA EV CHARGER 01,Charlotte,NC,28205,E,35.248562,-80.806547,
92435,ELEC,RCC COLLEGE SOUTH 2000 LOT,Concord,NC,28027,E,35.437046,-80.659445,
92444,ELEC,RCC COLLEGE NORTH 600 LOT,Salisbury,NC,28146,E,35.639123,-80.483178,
92445,ELEC,PEMBROKE CHARGE STATION CT4000,Pembroke,NC,28372,E,34.680435,-79.193414,
92451,ELEC,ECU AUSTIN BUILDING,Greenville,NC,27858,E,35.605769,-77.362353,
92452,ELEC,GASTONIA SOCIAL SERVICES,Gastonia,NC,28052,E,35.265924,-81.180696,
94357,ELEC,University of North Carolina - Parking Deck,Asheville,NC,28804,E,35.6188,-82.566569,COLLEGE_CAMPUS
94358,ELEC,Town of Lake Lure,Lake Lure,NC,28746,E,35.435111,-82.231733,MUNI_GOV
94377,ELEC,BEMC CALABASH,Calabash,NC,28467,E,33.889609,-78.566864,
95012,ELEC,EPROPERTY FIRST FLOOR GW,Charlotte,NC,28273,E,35.137368,-80.929169,
95013,ELEC,EPROPERTY FIRST FLOOR GW2,Charlotte,NC,28273,E,35.137204,-80.929129,
96720,ELEC,REVUP1 NC ZOO2,Asheboro,NC,27205,E,35.630452,-79.765581,
96725,ELEC,REVUP1 SOLAR POINT 1,Asheboro,NC,27205,E,35.627228,-79.766688,
96925,ELEC,PowerSecure,Durham,NC,27703,E,35.921114,-78.841953,OFFICE_BLDG
96976,ELEC,BSMG ATC EVSE GW,Durham,NC,27701,T,35.993329,-78.905625,
98566,ELEC,WHOLE FOODS MKT CHARLOTTE STA 1,Charlotte,NC,28202,E,35.221064,-80.84649,
98568,ELEC,BEMC SHALLOTTE,Shallotte,NC,28470,E,33.974158,-78.386606,
98678,ELEC,Social Security Administration,Research Triangle Park,NC,27709,E,35.877576,-78.88564,FED_GOV
99084,ELEC,Oconaluftee Visitor Center L2,"Cherokee,",NC,28719,E,35.514404,-83.3066,
99678,ELEC,PPS PREFERRED PKNG,Charlotte,NC,28203,E,35.211793,-80.861685,
99756,ELEC,DILLON STATION STATION1,Raleigh,NC,27603,E,35.777973,-78.645687,
99819,ELEC,WEINSTEIN CARPENTER1,Cary,NC,27519,E,35.82114,-78.859447,
99843,ELEC,WEINSTEIN TRIANGLE1,Cary,NC,27519,E,35.857658,-78.89673,
99958,ELEC,Grove Winery,Gibsonville,NC,27249,E,36.217492,-79.554133,BREWERY_DISTILLERY_WINERY
99977,ELEC,WEINSTEIN BRIER1,Raleigh,NC,27617,E,35.910497,-78.787751,
99997,ELEC,HAMPTON  INN SUITES DOBSON,Elkin,NC,28621,E,36.393098,-80.786257,
100044,ELEC,WEINSTEIN CONCORD1,Concord,NC,28027,E,35.375523,-80.720205,
100336,ELEC,JLR CARY LEITH 1 - FRONT,Cary,NC,27511,E,35.73965,-78.814925,
100397,ELEC,SYEMC HQ,Dobson,NC,27017,E,36.388179,-80.718715,
100413,ELEC,BUILDINGB1 EV STATION 03,Davidson,NC,28036,E,35.511096,-80.847662,
100415,ELEC,BUILDINGB1 EV STATION 04,Davidson,NC,28036,E,35.511692,-80.851429,
100482,ELEC,Ingles Market,Franklin,NC,28734,E,35.156931,-83.392158,GROCERY
100483,ELEC,The Factory - Franklin,Franklin,NC,28734,E,35.160381,-83.389547,OTHER_ENTERTAINMENT
100484,ELEC,The Inn on Biltmore Estate,Asheville,NC,28803,E,35.5568,-82.577065,INN
100485,ELEC,Village Hotel on Biltmore Estate,Asheville,NC,28803,E,35.554142,-82.582147,HOTEL
100567,ELEC,CITY OF WILM MKT ST DECK,Wilmington,NC,28401,E,34.235975,-77.947846,
102268,ELEC,Asheville Outlets - Tesla Supercharger,Asheville,NC,28806,E,35.531428,-82.604495,
102269,ELEC,Alamance Crossing - Tesla Supercharger,Burlington,NC,27215,E,36.070788,-79.511222,
102270,ELEC,Cochran Commons - Tesla Supercharger,Charlotte,NC,28262,E,35.34075,-80.76579,
102271,ELEC,DoubleTree by Hilton Hotel - Tesla Supercharger,Fayetteville,NC,28312,E,35.009458,-78.822461,
102272,ELEC,Sheetz - Tesla Supercharger,Greensboro,NC,27407,E,36.05946,-79.908323,
102273,ELEC,Sheetz - Tesla Supercharger,Hickory,NC,28602,E,35.706541,-81.294428,
102274,ELEC,Texas Steakhouse and Saloon - Lumberton - Tesla Supercharger,Lumberton,NC,28358,E,34.667629,-79.002343,
102276,ELEC,North Hills - Tesla Supercharger,Raleigh,NC,27609,E,35.835539,-78.643001,
102277,ELEC,DoubleTree Rocky Mount - Tesla Supercharger,Rocky Mount,NC,27804,E,35.972904,-77.846845,
102278,ELEC,Mad Boar Restaurant - Tesla Supercharger,Wallace,NC,28466,E,34.756268,-77.947684,
102279,ELEC,Mayfaire Town Center - Tesla Supercharger,Wilmington,NC,28405,E,34.240825,-77.829189,
102675,ELEC,CAPE HATTERAS HATTERAS,Hatteras,NC,27953,E,35.207636,-75.701494,
102678,ELEC,WTCC SWC SWC STATION 3&4,Raleigh,NC,27603,E,35.652141,-78.706033,
102702,ELEC,COCPARKING STATION 1,Concord,NC,28025,T,35.410242,-80.58205,
102938,ELEC,CLT AIRPORT BUS. VALET 05,Charlotte,NC,28202,E,35.2303,-80.8443,
104039,ELEC,HIGHWOODS RTP 751 CORP EV 1,Raleigh,NC,27607,E,35.793618,-78.741801,
104145,ELEC,Sierra Nevada Brewery,Mills River,NC,28732,E,35.430833,-82.553153,BREWERY_DISTILLERY_WINERY
104202,ELEC,Secure Parking - BAC Parking Deck,Charlotte,NC,28202,E,35.226655,-80.840749,PAY_GARAGE
104306,ELEC,Town of Elkin - Farmers Market,Elkin,NC,28621,E,36.245222,-80.850472,STREET_PARKING
104307,ELEC,Town of Elkin - Heritage and Trails Center,Elkin,NC,28621,E,36.242635,-80.851461,MUNI_GOV
104308,ELEC,Town of Elkin - Recreation Center,Elkin,NC,28621,E,36.247855,-80.855906,MUNI_GOV
104489,ELEC,FLOWJLR SHOP 01,Greensboro,NC,27407,T,36.05985,-79.902453,
104534,ELEC,GASTONIA CITY HALL,Gastonia,NC,28052,E,35.26251,-81.183977,
104930,ELEC,PARK CENTRAL PC STATION 2,Raleigh,NC,27609,E,35.835634,-78.637195,
105149,ELEC,VMC VIDANT HEALTH,Greenville,NC,27834,E,35.607875,-77.407225,
105189,ELEC,Penguin Place,Pittsboro,NC,27312,E,35.72130458258354,-79.17745310987857,SHOPPING_CENTER
114639,ELEC,Bunn House Boutique Hotel - Tesla Destination,Asheville,NC,28801,E,35.601593,-82.549245,HOTEL
114640,ELEC,Hyatt Place Downtown Asheville - Tesla Destination,Asheville,NC,28801,E,35.595821,-82.560312,HOTEL
114641,ELEC,The Omni Grove Park Inn - Tesla Destination,Asheville,NC,28804,E,35.618995,-82.541464,HOTEL
114642,ELEC,"Albemarle Inn, a Select Registry Property - Tesla Destination",Asheville,NC,28801,E,35.614681,-82.541903,INN
114643,ELEC,Grand Bohemian Hotel Asheville - Tesla Destination,Asheville,NC,28803,E,35.566854,-82.54403,HOTEL
114644,ELEC,The Mast Farm Inn - Tesla Destination,Banner Elk,NC,28604,E,36.207323,-81.771861,INN
114645,ELEC,Pecan Tree Inn - Tesla Destination,Beaufort,NC,28516,E,34.716455,-76.662886,INN
114646,ELEC,The Boathouse at Front Street Village - Tesla Destination,Beaufort,NC,28516,E,34.709802,-76.630921,PARK
114647,ELEC,Old Stone Steakhouse - Tesla Destination,Belmont,NC,28012,E,35.241653,-81.037738,RESTAURANT
114648,ELEC,Hampton Inn Benson - Tesla Destination,Benson,NC,27504,E,35.373044,-78.542009,HOTEL
114649,ELEC,Hemlock Inn - Tesla Destination,Blowing Rock,NC,28605,E,36.131428,-81.677612,INN
114650,ELEC,Chetola Resort at Blowing Rock - Tesla Destination,Blowing Rock,NC,28605,E,36.13885,-81.673285,HOTEL
114651,ELEC,The Inn at Ragged Gardens / Best Cellar Restaurant - Tesla Destination,Blowing Rock,NC,28605,E,36.133262,-81.676251,INN
114652,ELEC,Mountainaire Inn & Log Cabins - Tesla Destination,Blowing Rock,NC,28605,E,36.135082,-81.67685,INN
114653,ELEC,Canyons Historic Restaurant and Bar - Tesla Destination,Blowing Rock,NC,28605,E,36.119923,-81.665099,RESTAURANT
114654,ELEC,Makoto's Japanese Steakhouse & Sushi Bar - Tesla Destination,Boone,NC,28607,E,36.195534,-81.654229,RESTAURANT
114655,ELEC,Brevard College - Appalachian Coffee Company - Tesla Destination,Brevard,NC,28712,E,35.23573,-82.729982,COLLEGE_CAMPUS
114656,ELEC,Brevard College - Sims Art Center - Tesla Destination,Brevard,NC,28712,E,35.237577,-82.729698,COLLEGE_CAMPUS
114657,ELEC,"Country Inn & Suites - Burlington, NC - Tesla Destination",Burlington,NC,27215,E,36.067976,-79.502187,HOTEL
114658,ELEC,The Inn on Pamlico Sound - Tesla Destination,Buxton,NC,27920,E,35.263044,-75.569596,INN
114659,ELEC,Carteret Crossing Shopping Center - Tesla Destination,Cape Carteret,NC,28584,E,34.690357,-77.066058,SHOPPING_CENTER
114660,ELEC,The Umstead Hotel and Spa - Tesla Destination,Cary,NC,27513,E,35.829902,-78.764586,HOTEL
114661,ELEC,The Mayton Inn - Tesla Destination,Cary,NC,27511,E,35.784835,-78.780847,INN
114662,ELEC,The Ugly Dog Public House - Cashiers - Tesla Destination,Cashiers,NC,28717,E,35.110993,-83.09913,RESTAURANT
114664,ELEC,The Inn at Governors Club - Tesla Destination,Chapel Hill,NC,27517,E,35.846975,-79.041637,INN
114665,ELEC,The Carolina Inn - Tesla Destination,Chapel Hill,NC,27516,E,35.909674,-79.054415,INN
114666,ELEC,"The Franklin Hotel Chapel Hill, Curio Collection - Tesla Destination",Chapel Hill,NC,27516,E,35.911216,-79.060162,HOTEL
114667,ELEC,SpringHill Suites Charlotte Ballantyne Area - Tesla Destination,Charlotte,NC,28277,E,35.071141,-80.842189,HOTEL
114668,ELEC,Aloft Charlotte Ballantyne - Tesla Destination,Charlotte,NC,28277,E,35.058303,-80.844678,HOTEL
114669,ELEC,Embassy Suites Charlotte Ayrsley - Tesla Destination,Charlotte,NC,28273,E,35.13739,-80.930682,HOTEL
114670,ELEC,Homewood Suites Charlotte Ayresly - Tesla Destination,Charlotte,NC,28273,E,35.137179,-80.931169,HOTEL
114671,ELEC,Hyatt Place Charlotte Downtown - Tesla Destination,Charlotte,NC,28202,E,35.222792,-80.840924,HOTEL
114672,ELEC,Renaissance Charlotte Suites Hotel - Tesla Destination,Charlotte,NC,28217,E,35.188146,-80.914997,HOTEL
114673,ELEC,Wingate By Wyndham Charlotte Airport I-85/I-485 - Tesla Destination,Charlotte,NC,28214,E,35.24295,-80.939688,HOTEL
114674,ELEC,Le Meridien Charlotte Hotel - Tesla Destination,Charlotte,NC,28204,E,35.216456,-80.840117,HOTEL
114675,ELEC,Crowne Plaza Charlotte Executive Park - Tesla Destination,Charlotte,NC,28217,E,35.159369,-80.888739,HOTEL
114676,ELEC,DoubleTree by Hilton Hotel Charlotte - Tesla Destination,Charlotte,NC,28202,E,35.233623,-80.851227,HOTEL
114677,ELEC,Residence Inn & Courtyard by Marriott Charlotte Nort - Tesla Destination,Charlotte,NC,28208,E,35.344936,-80.842227,HOTEL
114678,ELEC,Cherokee Welcome Center - Tesla Destination,Cherokee,NC,28719,E,35.482737,-83.316863,PARK
114679,ELEC,Western Carolina University - Lot 30 - Tesla Destination,Cullowhee,NC,28723,E,35.311874,-83.183414,COLLEGE_CAMPUS
114680,ELEC,The Waterfront Shops - Tesla Destination,Duck,NC,27949,E,36.17013,-75.756964,SHOPPING_CENTER
114681,ELEC,Sanderling Resort - Tesla Destination,Duck,NC,27949,E,36.223569,-75.770523,HOTEL
114682,ELEC,Arrowhead Inn Bed & Breakfast - Tesla Destination,Durham,NC,27712,E,36.118217,-78.903677,B_AND_B
114683,ELEC,The King's Daughters Inn - Tesla Destination,Durham,NC,27701,E,36.003728,-78.912068,INN
114684,ELEC,Homewood Suites by Hilton Durham-Chapel Hill - Tesla Destination,Durham,NC,27707,E,35.94969,-78.99566,HOTEL
114685,ELEC,Elon University Inman Admissions Welcome Center - Tesla Destination,Elon,NC,27244,E,36.10476,-79.50354,COLLEGE_CAMPUS
114686,ELEC,Best Western Plus Greensboro Airport Hotel - Tesla Destination,Greensboro,NC,27409,E,36.077009,-79.959987,HOTEL
114687,ELEC,Pinebrook Manor - Tesla Destination,Hendersonville,NC,28739,E,35.279672,-82.488603,HOTEL
114688,ELEC,200 Main - Tesla Destination,Highlands,NC,28741,E,35.054647,-83.201175,HOTEL
114689,ELEC,The Ugly Dog Public House - Highlands - Tesla Destination,Highlands,NC,28741,E,35.051651,-83.197967,RESTAURANT
114690,ELEC,Old Edwards Inn and Spa - Tesla Destination,Highlands,NC,28741,E,35.052315,-83.197003,INN
114691,ELEC,Holiday Inn Express & Suites Concord - Tesla Destination,Kannapolis,NC,28083,E,35.463999,-80.5898,HOTEL
114692,ELEC,Outer Banks Brewing Station - Tesla Destination,Kill Devil Hills,NC,27948,E,36.009484,-75.659456,BREWERY_DISTILLERY_WINERY
114693,ELEC,Roanoke Island Inn - Tesla Destination,Manteo,NC,27954,E,35.907638,-75.670631,INN
114694,ELEC,Holiday Inn Express Mooresville - Lake Norman - Tesla Destination,Mooresville,NC,28115,E,35.590989,-80.857206,HOTEL
114695,ELEC,Hilton Garden Inn Charlotte/Mooresville - Tesla Destination,Mooresville,NC,28117,E,35.557444,-80.856621,HOTEL
114696,ELEC,Harrah's Cherokee Valley River Casino - Tesla Destination,Murphy,NC,28906,E,35.115426,-83.99464,OTHER_ENTERTAINMENT
114697,ELEC,Carolina Colours Town Centre - Tesla Destination,New Bern,NC,28562,E,35.035162,-77.011142,SHOPPING_CENTER
114698,ELEC,Hanna House Bed & Breakfast - Tesla Destination,New Bern,NC,28560,E,35.106882,-77.036972,B_AND_B
114699,ELEC,The Aerie Bed and Breakfast - Tesla Destination,New Bern,NC,28562,E,35.106688,-77.042499,B_AND_B
114700,ELEC,TC Corriher Implement Co. - Tesla Destination,Newton,NC,28658,E,35.66267,-81.223926,OFFICE_BLDG
114702,ELEC,Pinehurst Resort - Tesla Destination,Pinehurst,NC,28374,E,35.195905,-79.473401,HOTEL
114703,ELEC,Aloft Raleigh - Tesla Destination,Raleigh,NC,27607,E,35.786762,-78.663393,HOTEL
114704,ELEC,Quality Inn Roanoke Rapids - Tesla Destination,Roanoke Rapids,NC,27870,E,36.43215,-77.631937,HOTEL
114705,ELEC,Historic Tapoco Lodge - Tesla Destination,Robbinsville,NC,28771,E,35.443895,-83.943754,HOTEL
114706,ELEC,Deal's Gap Motorcycle Resort - Tesla Destination,Robbinsville,NC,28771,E,35.466662,-83.920154,HOTEL
114707,ELEC,Snowbird Mountain Lodge - Tesla Destination,Robbinsville,NC,28771,E,35.345092,-83.893071,HOTEL
114708,ELEC,Hampton Inn Salisbury - Tesla Destination,Salisbury,NC,28147,E,35.642344,-80.48374,HOTEL
114709,ELEC,"The Orchard Inn, a Select Registry Property - Tesla Destination",Saluda,NC,28773,E,35.229272,-82.334958,INN
114710,ELEC,Hampton Inn Selma/Smithfield I-95 - Tesla Destination,Selma,NC,27576,E,35.517803,-78.295406,HOTEL
114711,ELEC,Residence Inn by Marriott Pinehurst Southern Pines - Tesla Destination,Southern Pines,NC,28387,E,35.172764,-79.424221,HOTEL
114712,ELEC,National Athletic Village - Tesla Destination,Southern Pines,NC,28387,E,35.194606,-79.372465,PARK
114713,ELEC,Comfort Suites Southport - Tesla Destination,Southport,NC,28461,E,33.9524,-78.051636,HOTEL
114714,ELEC,"1906 Pine Crest Inn, a Select Registry Property - Tesla Destination",Tryon,NC,28782,E,35.209665,-82.234062,INN
114715,ELEC,Candlewood Suites Wake Forest Raleigh Area - Tesla Destination,Wake Forest,NC,27587,E,35.976261,-78.542906,HOTEL
114716,ELEC,The Swag - Tesla Destination,Waynesville,NC,28785,E,35.566952,-83.084312,HOTEL
114717,ELEC,Inn On Main - Tesla Destination,Weaverville,NC,28787,E,35.692738,-82.559751,INN
114718,ELEC,Red Oak Brewery - Tesla Destination,Whitsett,NC,27377,E,36.061273,-79.569551,BREWERY_DISTILLERY_WINERY
114719,ELEC,The Forum - Tesla Destination,Wilmington,NC,28405,E,34.23614,-77.826972,SHOPPING_CENTER
114720,ELEC,Ceviche's - Tesla Destination,Wilmington,NC,28403,E,34.21994,-77.817419,RESTAURANT
114721,ELEC,Southeastern Center for Contemporary Art (SECCA) - Tesla Destination,Winston-Salem,NC,27106,E,36.119955,-80.289919,MUSEUM
116828,ELEC,FAIRFIELD ELKIN STATION 1,Elkin,NC,28621,T,36.279691,-80.823667,
116829,ELEC,FAIRFIELD ELKIN STATION 2,Elkin,NC,28621,T,36.279583,-80.823689,
116843,ELEC,LEXINGTON NC S. MAIN #1,Lexington,NC,27292,E,35.821356,-80.256161,
116939,ELEC,HONDASOUTHPOINT STATION01,Durham,NC,27713,E,35.907356,-78.954543,
117021,ELEC,WHOLE FOODS MKT CHARLOTTE 01,Charlotte,NC,28210,E,35.147177,-80.829899,
117049,ELEC,WHOLE FOODS MKT RALEIGH NRL 1,Raleigh,NC,27615,E,35.899423,-78.649948,
117060,ELEC,HIGHWOODS RTP CENTREGREEN 1,Cary,NC,27513,T,35.82667,-78.79456,
117062,ELEC,HIGHWOODS RTP CENTREGREEN 4,Cary,NC,27513,E,35.826494,-78.794894,
117152,ELEC,BUILDINGB1 EV STATION 06,Davidson,NC,28036,T,35.513713,-80.847256,
117333,ELEC,HENDRICK SBLVD SERVICE 2,Charlotte,NC,28273,E,35.116208,-80.881641,
117633,ELEC,BLOWING ROCK BLOWING ROCK,Blowing Rock,NC,28605,E,36.132945,-81.679738,
117778,ELEC,MJM GROUP STATION 1,Charlotte,NC,28278,E,35.164749,-80.972577,
118051,ELEC,FAYETTEVILLE NC TRANS.MUSEUM 01,Fayetteville,NC,28301,T,35.051844,-78.881861,
118205,ELEC,GATEWAY PARK MINT PARK,Salisbury,NC,28144,E,35.666362,-80.467532,
118968,ELEC,Capital Ford,Charlotte,NC,28213,E,35.261309,-80.776713,CAR_DEALER
119005,ELEC,RALEIGH STATION DC FAST 02,Raleigh,NC,27616,E,35.887798,-78.568955,
119033,ELEC,HENDRICKCONCORD SHOP02,Concord,NC,28027,T,35.378923,-80.699979,
119034,ELEC,HENDRICKCONCORD STATION01,Concord,NC,28027,E,35.363961,-80.704474,
120893,ELEC,Marlowe Lake Boone Apartments,Raleigh,NC,27607,E,35.814248,-78.689886,
120910,ELEC,City of Shelby,Shelby,NC,28150,E,35.29268,-81.541343,MUNI_GOV
120914,ELEC,Hendersonville Community Co-op,Hendersonville,NC,28792,E,35.305269,-82.44885,COOP
120970,ELEC,COCPARKING STATION 3,Concord,NC,28025,E,35.408549,-80.579914,
120977,ELEC,CITY OF ELIZABE MARINERS EV 1,Elizabeth City,NC,27909,E,36.298787,-76.218709,
120999,ELEC,SPG 119 SOUTH,Mebane,NC,27302,E,36.063466,-79.299886,
121052,ELEC,FOUR COUNTY EMC FOUR COUNTY HQ,Burgaw,NC,28425,T,34.545632,-77.954039,
121106,ELEC,SERVICECHARGER SHOP 01,Fletcher,NC,28732,E,35.440907,-82.533853,
121242,ELEC,WHOLE FOODS MKT CARY 1,Cary,NC,27519,T,35.833397,-78.882386,
121301,ELEC,Residence Inn & Courtyard - Charlotte North,Charlotte,NC,28208,E,35.344936,-80.842227,HOTEL
121303,ELEC,Parks Chevrolet Charlotte,Charlotte,NC,28262,E,35.28959291649699,-80.76429418518069,CAR_DEALER
121304,ELEC,University of North Carolina Charlotte - CRI Deck 1,Charlotte,NC,28223,E,35.309767,-80.744669,COLLEGE_CAMPUS
121305,ELEC,University of North Carolina Charlotte - South Village Parking Deck,Charlotte,NC,28223,E,35.30438,-80.736847,COLLEGE_CAMPUS
121306,ELEC,University of North Carolina Charlotte - East Deck 3,Charlotte,NC,28213,E,35.302085,-80.731393,COLLEGE_CAMPUS
121307,ELEC,Glenwood Acres RV Park,Concord,NC,28027,E,35.351959,-80.69282,RV_PARK
121308,ELEC,Keffer Chrysler Jeep Dodge Ram,Charlotte,NC,28227,E,35.152137,-80.729776,CAR_DEALER
121309,ELEC,Publix #1518,Charlotte,NC,28211,E,35.177786,-80.799739,GROCERY
121310,ELEC,Sterling Services,Matthews,NC,28104,E,35.086503,-80.678455,SHOPPING_CENTER
121312,ELEC,Indian Trail Chrysler Dodge Jeep Ram,Monroe,NC,28110,E,35.058525,-80.632095,CAR_DEALER
121313,ELEC,Whole Foods Market,Charlotte,NC,28277,E,35.05123,-80.766313,GROCERY
121644,ELEC,High Point NC Public Library,High Point,NC,27262,E,35.96615,-80.01336,
121809,ELEC,Pleasant Valley Promenade,Raleigh,NC,27612,E,35.85731,-78.70359,
121862,ELEC,"Hampton Inn Benson, NC",Benson,NC,27504,T,35.37441,-78.541206,
122272,ELEC,Holiday Inn Express - Plymouth - Tesla Supercharger,Plymouth,NC,27962,E,35.850587,-76.756116,
122499,ELEC,Hyatt Place Chapel Hill Southern Village - Tesla Destination,Chapel Hill,NC,27517,E,35.902408,-79.032347,
122500,ELEC,237 S Tryon St Garage - Tesla Destination,Charlotte,NC,28202,E,35.225958,-80.844521,
122662,ELEC,WINSTON-SALEM 4TH AND CHURCH,Winston-Salem,NC,27101,E,36.099111,-80.242665,
123246,ELEC,Captrust Tower,Raleigh,NC,27609,E,35.837015,-78.640051,
123325,ELEC,Verizon - Charlotte,Charlotte,NC,28227,E,35.146862,-80.728887,OFFICE_BLDG
123352,ELEC,Verizon - Cary,Cary,NC,27513,E,35.830871,-78.791809,OFFICE_BLDG
123510,ELEC,Bank of America - Financial Center,Charlotte,NC,28202,E,35.230261,-80.839631,BANK
123583,ELEC,CROWN HONDA SHOP02,Greensboro,NC,27407,T,36.059154,-79.869729,
124563,ELEC,Publix #1473,Asheville,NC,28803,E,35.50344,-82.52405,GROCERY
131995,ELEC,Ingles Market,Weaverville,NC,28787,E,35.702679,-82.566669,GROCERY
143144,ELEC,EUHOME LEXINGTON,Lexington,NC,27295,E,35.803939,-80.292592,
143164,ELEC,FBHDCHARGING DCFAST HOG,Fayetteville,NC,28303,T,35.078682,-78.95002,
143174,ELEC,SPEEDWAY HD DCFAST HOG,Concord,NC,28027,E,35.364433,-80.71057,
143180,ELEC,NORTH HILLS 201 PARK,Raleigh,NC,27609,E,35.836906,-78.63726,
143211,ELEC,EUHOME STATESVILLE,Statesville,NC,28625,E,35.808683,-80.810922,
143294,ELEC,WHOLE FOODS MKT HUNTERSVILLE 2,Huntersville,NC,28078,E,35.443676,-80.871495,
143311,ELEC,RIDING HIGH H-D DCFAST HOG,High Point,NC,27265,T,36.062581,-79.959277,
143340,ELEC,EUHOME MADISON OFFICE,Madison,NC,27025,E,36.379565,-79.947818,
143347,ELEC,TOBACCOROADHD DCFAST HOG,Raleigh,NC,27603,E,35.764973,-78.64961,
143362,ELEC,WHOLE FOODS MKT CARY 2,Cary,NC,27519,T,35.833866,-78.882119,
143533,ELEC,MONTFORD PARK EV CHARGER 01,Charlotte,NC,28209,E,35.1668,-80.849396,
143587,ELEC,MODERN TOYOTA STATION 2,Winston-Salem,NC,27127,E,36.045755,-80.261723,
143810,ELEC,MetLife - Cary,Cary,NC,27513,E,35.830019,-78.799133,OFFICE_BLDG
143811,ELEC,MetLife - Charlotte,Charlotte,NC,28277,E,35.055125,-80.835756,OFFICE_BLDG
143818,ELEC,PC MUSUEM STATION 1,Roxboro,NC,27573,E,36.39612,-78.98161,
143869,ELEC,EUHOME CORNELIUS,Cornelius,NC,28031,E,35.456705,-80.84379,
144981,ELEC,SD3#1 LEVINE 1,Matthews,NC,28105,E,35.105824,-80.69647,
145085,ELEC,BLOWING ROCK BROCKOUTLET2,Blowing Rock,NC,28605,E,36.139992,-81.670816,
145218,ELEC,WF EV STATIONS TOWN HALL EV2,Wake Forest,NC,27587,E,35.976385,-78.508178,
145219,ELEC,WF EV STATIONS TOWN HALL EV1,Wake Forest,NC,27587,E,35.97614,-78.508776,
145223,ELEC,720 GARAGE STATION 03,Charlotte,NC,28202,T,35.223964,-80.850699,
145224,ELEC,720 GARAGE STATION 01,Charlotte,NC,28202,E,35.223952,-80.850715,
145473,ELEC,Mills Rentals,Carrboro,NC,27510,E,35.909422,-79.071185,OFFICE_BLDG
145491,ELEC,Mooresville Ford,Mooresville,NC,28115,E,35.589615,-80.834215,CAR_DEALER
146880,ELEC,WFM - SOUTH EAST ASHEVILLE,Asheville,NC,28805,E,35.582481,-82.523562,
146881,ELEC,COC CORNING OPT 4,Charlotte,NC,28216,E,35.33055,-80.938725,
146978,ELEC,SAS Institute Inc - A,Cary,NC,27513,E,35.81617,-78.747624,OFFICE_BLDG
147113,ELEC,CHARGER123 STATION 1,New Bern,NC,28562,T,35.09647,-77.109276,
